"projectID","sampleID","lakeID","siteName","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","taxa","count","meanMass_ug","abundance_num_m3","biomass_gDryMass_m3","metadataID","comments","updateID"
"3","FE_DeepHole_20200616_1035_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-16,2020-06-16 10:35:00,"tow",0,8,"holopedium",5,601.393514036463,348.168387918832,0.209386210286917,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200616_1035_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-16,2020-06-16 10:35:00,"tow",0,8,"nauplii",174,1.32649016979479,12116.2598995753,0.0160720996514655,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200616_1035_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-16,2020-06-16 10:35:00,"tow",0,8,"chaoborus",3,NA,208.901032751299,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200616_0856_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-16,2020-06-16 08:56:00,"tow",0,8,"daphnia",13,13.2481347678803,716.837646001842,0.00949676174092245,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200616_0856_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-16,2020-06-16 08:56:00,"tow",0,8,"cyclopoid",100,0.780982454479416,5514.13573847571,0.00430644326336743,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200616_0856_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-16,2020-06-16 08:56:00,"tow",0,8,"holopedium",5,9.19408840648717,275.706786923785,0.0025348725732458,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200616_0856_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-16,2020-06-16 08:56:00,"tow",0,8,"nauplii",361,0.79517495756639,19906.0300158973,0.0158287765732064,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200616_0856_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-16,2020-06-16 08:56:00,"tow",0,8,"chaoborus",16,NA,882.261718156113,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200623_1125_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-23,2020-06-23 11:25:00,"tow",0,8,"daphnia",5,4.20678530839732,308.867180599485,0.00129933791759201,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200623_1125_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-23,2020-06-23 11:25:00,"tow",0,8,"holopedium",6,1.8500942413838,370.640616719381,0.000685720070615468,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200623_1125_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-23,2020-06-23 11:25:00,"tow",0,8,"nauplii",212,0.829242989916893,13095.9684574181,0.0108597400394867,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200623_1125_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-23,2020-06-23 11:25:00,"tow",0,8,"cyclopoid",186,0.642112558863051,11489.8591183008,0.0073777828394281,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200623_1125_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-23,2020-06-23 11:25:00,"tow",0,8,"chaoborus",6,NA,370.640616719381,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200623_0945_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-23,2020-06-23 09:45:00,"tow",0,8,"daphnia",1,0.934491108865276,44.374233705034,4.14673268600641e-05,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200623_0945_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-23,2020-06-23 09:45:00,"tow",0,8,"cyclopoid",115,0.0567253977931513,5103.03687607891,0.000289471796748696,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200623_0945_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-23,2020-06-23 09:45:00,"tow",0,8,"holopedium",2,1.88691149952432,88.7484674100679,0.000167460503721216,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200623_0945_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-23,2020-06-23 09:45:00,"tow",0,8,"nauplii",25,1.14546374399948,1109.35584262585,0.0012707268969219,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200623_0945_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-23,2020-06-23 09:45:00,"tow",0,8,"chaoborus",10,NA,443.74233705034,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200630_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-30,2020-06-30 11:30:00,"tow",0,8,"daphnia",7,4.81458830716562,237.439755604733,0.00114317467099081,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200630_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-30,2020-06-30 11:30:00,"tow",0,8,"cyclopoid",194,0.648842935838079,6580.47322675973,0.00426969356765466,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200630_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-30,2020-06-30 11:30:00,"tow",0,8,"holopedium",11,2.31921202448795,373.119615950294,0.000865343499884249,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200630_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-30,2020-06-30 11:30:00,"tow",0,8,"nauplii",206,0.812014159206647,6987.51280779642,0.00567395933756848,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200630_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-06-30,2020-06-30 11:30:00,"tow",0,8,"chaoborus",3,NA,101.759895259171,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200630_0958_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-30,2020-06-30 09:58:00,"tow",0,8,"daphnia",7,2.83287637625151,314.851341517559,0.000891934927416188,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200630_0958_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-30,2020-06-30 09:58:00,"tow",0,8,"cyclopoid",146,0.635752135852521,6566.89940879479,0.00417492032506995,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200630_0958_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-30,2020-06-30 09:58:00,"tow",0,8,"holopedium",2,9.64319929604671,89.9575261478739,0.000867478352823281,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200630_0958_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-30,2020-06-30 09:58:00,"tow",0,8,"nauplii",230,0.83863840392797,10345.1155070055,0.00867581115724558,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200630_0958_tow_8_zoopCounts.20191212","WL","DeepHole",2020-06-30,2020-06-30 09:58:00,"tow",0,8,"chaoborus",16,NA,719.660209182991,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200707_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-07,2020-07-07 11:30:00,"tow",0,8,"daphnia",13,9.61596198906864,465.90271236842,0.00448010277273871,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200707_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-07,2020-07-07 11:30:00,"tow",0,8,"cyclopoid",205,0.608184358160926,7346.92738734817,0.00446828631752927,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200707_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-07,2020-07-07 11:30:00,"tow",0,8,"holopedium",8,9.13749817005519,286.70936145749,0.0026198062656555,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200707_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-07,2020-07-07 11:30:00,"tow",0,8,"nauplii",178,0.814526814301554,6379.28329242914,0.00519609729770944,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200707_1130_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-07,2020-07-07 11:30:00,"tow",0,8,"chaoborus",1,NA,35.8386701821862,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200707_1000_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-07,2020-07-07 10:00:00,"tow",0,8,"daphnia",4,20.3742684794292,73.2974714529143,0.00149338236224497,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200707_1000_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-07,2020-07-07 10:00:00,"tow",0,8,"cyclopoid",81,0.611981842935294,1484.27379692151,0.000908348613660595,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200707_1000_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-07,2020-07-07 10:00:00,"tow",0,8,"holopedium",20,3.51542576529829,366.487357264571,0.00128835909838395,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200707_1000_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-07,2020-07-07 10:00:00,"tow",0,8,"nauplii",181,0.85770585630852,3316.71058324437,0.00284476209092914,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200707_1000_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-07,2020-07-07 10:00:00,"tow",0,8,"chaoborus",17,NA,311.514253674886,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200715_1015_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-15,2020-07-15 10:15:00,"tow",0,8,"daphnia",10,6.72424472349618,328.257726642487,0.0022072852863226,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200715_1015_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-15,2020-07-15 10:15:00,"tow",0,8,"cyclopoid",87,0.952037085609091,2855.84222178964,0.002718867705792,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200715_1015_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-15,2020-07-15 10:15:00,"tow",0,8,"holopedium",11,4.09991157966532,361.083499306736,0.00148041042003376,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200715_1015_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-15,2020-07-15 10:15:00,"tow",0,8,"nauplii",281,0.848129805507733,9224.0421186539,0.00782318504808907,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200715_1015_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-15,2020-07-15 10:15:00,"tow",0,8,"chaoborus",17,NA,558.038135292229,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200715_0907_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-15,2020-07-15 09:07:00,"tow",0,8,"daphnia",17,6.78321204556907,752.063872369968,0.00510140871809729,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200715_0907_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-15,2020-07-15 09:07:00,"tow",0,8,"cyclopoid",105,1.17667998108654,4645.10038816745,0.00546579663689396,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200715_0907_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-15,2020-07-15 09:07:00,"tow",0,8,"holopedium",24,3.86672055977201,1061.73723158113,0.00410544118243017,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200715_0907_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-15,2020-07-15 09:07:00,"tow",0,8,"nauplii",204,0.832525847124592,9024.76646843962,0.0075133513492393,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200715_0907_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-15,2020-07-15 09:07:00,"tow",0,8,"chaoborus",17,NA,752.063872369968,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200721_0957_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-21,2020-07-21 09:57:00,"tow",0,8,"daphnia",6,10.1802767515326,97.8990862249478,0.000996639791492122,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200721_0957_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-21,2020-07-21 09:57:00,"tow",0,8,"cyclopoid",51,2.07722810512903,832.142232912056,0.00172854923366975,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200721_0957_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-21,2020-07-21 09:57:00,"tow",0,8,"holopedium",6,1.48609739341999,97.8990862249478,0.000145487576857094,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200721_0957_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-21,2020-07-21 09:57:00,"tow",0,8,"nauplii",225,0.868890479170141,3671.21573343554,0.00318988439776177,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200721_0957_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-21,2020-07-21 09:57:00,"tow",0,8,"chaoborus",12,NA,195.798172449896,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200722_1145_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-22,2020-07-22 11:45:00,"tow",0,8,"daphnia",20,11.3299915610641,555.510808687551,0.00629393277450984,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200722_1145_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-22,2020-07-22 11:45:00,"tow",0,8,"cyclopoid",94,0.685919984518705,2610.90080083149,0.00179086903688621,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200722_1145_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-22,2020-07-22 11:45:00,"tow",0,8,"holopedium",8,1.14438332516173,222.204323475021,0.000254286922563657,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200722_1145_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-22,2020-07-22 11:45:00,"tow",0,8,"nauplii",197,0.810172673404616,5471.78146557238,0.0044330878182486,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200722_1145_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-22,2020-07-22 11:45:00,"tow",0,8,"chaoborus",10,NA,277.755404343776,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200728_1210_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-28,2020-07-28 12:10:00,"tow",0,8,"daphnia",14,11.1565244023021,280.31082258892,0.00312729453244265,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200728_1210_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-28,2020-07-28 12:10:00,"tow",0,8,"cyclopoid",66,0.450036760252324,1321.46530649062,0.000594707965318885,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200728_1210_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-28,2020-07-28 12:10:00,"tow",0,8,"holopedium",2,2.77262081194738,40.0444032269886,0.000111027945789162,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200728_1210_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-28,2020-07-28 12:10:00,"tow",0,8,"nauplii",234,0.806626875036666,4685.19517755767,0.0037792043450102,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200728_1210_tow_8_zoopCounts.20191212","FE","DeepHole",2020-07-28,2020-07-28 12:10:00,"tow",0,8,"chaoborus",8,NA,160.177612907954,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200728_1015_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-28,2020-07-28 10:15:00,"tow",0,8,"daphnia",18,11.5278006992585,283.69425344981,0.00327037081329434,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200728_1015_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-28,2020-07-28 10:15:00,"tow",0,8,"cyclopoid",63,0.900010905931102,992.929887074336,0.00089364772719184,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200728_1015_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-28,2020-07-28 10:15:00,"tow",0,8,"holopedium",28,6.1713562179333,441.302172033038,0.00272343290336356,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200728_1015_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-28,2020-07-28 10:15:00,"tow",0,8,"nauplii",183,0.786854118219228,2884.22491007307,0.00226946424836148,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","WL_DeepHole_20200728_1015_tow_8_zoopCounts.20191212","WL","DeepHole",2020-07-28,2020-07-28 10:15:00,"tow",0,8,"chaoborus",27,NA,425.541380174716,NA,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200804_1045_tow_8_zoopCounts.20191212","FE","DeepHole",2020-08-04,2020-08-04 10:45:00,"tow",0,8,"daphnia",44,11.9724004921472,874.695395977752,0.0104722035892829,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","FE_DeepHole_20200804_1045_tow_8_zoopCounts.20191212","FE","DeepHole",2020-08-04,2020-08-04 10:45:00,"tow",0,8,"cyclopoid",122,0.479502469187471,2425.29177975649,0.00116293339689331,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","FE_DeepHole_20200804_1045_tow_8_zoopCounts.20191212","FE","DeepHole",2020-08-04,2020-08-04 10:45:00,"tow",0,8,"holopedium",13,5.19359876183491,258.43273062979,0.00134219590981649,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","FE_DeepHole_20200804_1045_tow_8_zoopCounts.20191212","FE","DeepHole",2020-08-04,2020-08-04 10:45:00,"tow",0,8,"nauplii",230,0.818357402944189,4572.27138806552,0.00374175213869332,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","FE_DeepHole_20200804_1045_tow_8_zoopCounts.20191212","FE","DeepHole",2020-08-04,2020-08-04 10:45:00,"tow",0,8,"chaoborus",8,NA,159.035526541409,NA,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","WL_DeepHole_20200804_0845_tow_8_zoopCounts.20191212","WL","DeepHole",2020-08-04,2020-08-04 08:45:00,"tow",0,8,"daphnia",2,5.6814750760891,30.2387285653868,0.000171800582676868,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","WL_DeepHole_20200804_0845_tow_8_zoopCounts.20191212","WL","DeepHole",2020-08-04,2020-08-04 08:45:00,"tow",0,8,"cyclopoid",25,0.663545309568333,377.984107067335,0.000250809581335904,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","WL_DeepHole_20200804_0845_tow_8_zoopCounts.20191212","WL","DeepHole",2020-08-04,2020-08-04 08:45:00,"tow",0,8,"holopedium",25,7.03952096836659,377.984107067335,0.00266082704740982,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","WL_DeepHole_20200804_0845_tow_8_zoopCounts.20191212","WL","DeepHole",2020-08-04,2020-08-04 08:45:00,"tow",0,8,"nauplii",278,0.867192649909644,4203.18327058876,0.00364496963847775,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","WL_DeepHole_20200804_0845_tow_8_zoopCounts.20191212","WL","DeepHole",2020-08-04,2020-08-04 08:45:00,"tow",0,8,"chaoborus",10,NA,151.193642826934,NA,"zoopCounts.20191212","added to table by RNN in processing","longZoops_2020.20201123"
"3","FE_DeepHole_20200811_1045_tow_8_zoopCounts.20191212","FE","DeepHole",2020-08-11,2020-08-11 10:45:00,"tow",0,8,"daphnia",8,8.40577921571652,159.035526541409,0.00133681752356231,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200811_1045_tow_8_zoopCounts.20191212","FE","DeepHole",2020-08-11,2020-08-11 10:45:00,"tow",0,8,"cyclopoid",47,0.509640835872186,934.33371843078,0.000476174617244631,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200811_1045_tow_8_zoopCounts.20191212","FE","DeepHole",2020-08-11,2020-08-11 10:45:00,"tow",0,8,"holopedium",6,5.30413059845448,119.276644906057,0.000632658901927206,"zoopCounts.20191212","AA","longZoops_2020.20201123"
"3","FE_DeepHole_20200811_1045_tow_8_zoopCounts.20191212","FE","DeepHole",2020-08-11,2020-08-11 10:45:00,"tow",0,8,"nauplii",243,0.828648507929079,4830.70411869531,0.00400295576020373,"zoopCounts.20191212","AA","longZoops_2020.20201123"
