"sample","abs","dilution","runID","NO3","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","comments","sampleID"
"F122",0.0002511984,1,"Nitrate_run2_20201111.csv",100.712719499896,17,"PA","DeepHole","7/29/2020","10:15","PML",0,2.5,"","PA_DeepHole_20200729_1015_PML_2.5_Limno.Sample.20160505"
"F123",0.0002293253,1,"Nitrate_run2_20201111.csv",92.3514909973169,17,"PA","DeepHole","7/29/2020","10:15","Hypo",7,7,"","PA_DeepHole_20200729_1015_Hypo_7_Limno.Sample.20160505"
"F124",0.0002066859,1,"Nitrate_run2_20201111.csv",83.6973360507714,17,"PE","DeepHole","7/29/2020","8:45","PML",0,2,"","PE_DeepHole_20200729_0845_PML_2_Limno.Sample.20160505"
"F125",0.0001482552,1,"Nitrate_run2_20201111.csv",61.3615704635598,17,"PE","DeepHole","7/29/2020","8:45","Hypo",10,10,"","PE_DeepHole_20200729_0845_Hypo_10_Limno.Sample.20160505"
"F126",0.0001405948,1,"Nitrate_run2_20201111.csv",58.4332999019496,17,"TU","DeepHole","7/29/2020","11:30","PML",0,1.5,"","TU_DeepHole_20200729_1130_PML_1.5_Limno.Sample.20160505"
"F127",0.000186437,1,"Nitrate_run2_20201111.csv",75.9569755245602,17,"TU","DeepHole","7/29/2020","11:30","Hypo",6,6,"","TU_DeepHole_20200729_1130_Hypo_6_Limno.Sample.20160505"
"F128",0.000473962,1,"Nitrate_run2_20201111.csv",185.866509390542,15,"MO","DeepHole","8/3/2020","8:50","PML",0,1,"","MO_DeepHole_20200803_0850_PML_1_Limno.Sample.20160505"
"F129",0.0001617384,1,"Nitrate_run2_20201111.csv",66.5156691576622,15,"MO","DeepHole","8/3/2020","8:50","Hypo",4,4,"","MO_DeepHole_20200803_0850_Hypo_4_Limno.Sample.20160505"
"F13",0.0001785985,1,"Nitrate_run1_20201110.csv",57.5609336599812,35,"TF","DeepHole","6/7/2020","11:45","point",7,7,"","TF_DeepHole_20200607_1145_point_7_Limno.Sample.20160505"
"F130",0.0002411204,1,"Nitrate_run3_20201113.csv",98.3628153142797,15,"MO","Inlet1","8/3/2020","8:50","Surface",0,0,"","MO_Inlet1_20200803_0850_Surface_0_Limno.Sample.20160505"
"F131",0.001242824,1,"Nitrate_run3_20201113.csv",485.501442721443,15,"MO","Inlet2","8/3/2020","8:50","Surface",0,0,"","MO_Inlet2_20200803_0850_Surface_0_Limno.Sample.20160505"
"F132",0.001485897,2,"Nitrate_run3_20201113.csv",1158.88869833153,15,"MO","Inlet3","8/3/2020","8:50","Surface",0,0,"","MO_Inlet3_20200803_0850_Surface_0_Limno.Sample.20160505"
"F133",0.000528371,1,"Nitrate_run3_20201113.csv",209.379490312636,3,"FE","DeepHole","8/4/2020","10:45","PML",0,2,"","FE_DeepHole_20200804_1045_PML_2_Limno.Sample.20160505"
"F134",0.00064818,1,"Nitrate_run3_20201113.csv",255.683298955258,3,"FE","DeepHole","8/4/2020","10:45","Hypo",8,8,"","FE_DeepHole_20200804_1045_Hypo_8_Limno.Sample.20160505"
"F135",0.00160686,2,"Nitrate_run3_20201113.csv",1252.38831196385,3,"FE","Inlet1","8/4/2020","10:45","Surface",0,0,"","FE_Inlet1_20200804_1045_Surface_0_Limno.Sample.20160505"
"F136",0.0001157444,1,"Nitrate_run3_20201113.csv",49.9074712885615,3,"WL","DeepHole","8/4/2020","8:45","PML",0,2.5,"","WL_DeepHole_20200804_0845_PML_2.5_Limno.Sample.20160505"
"F137",0.0001007006,1,"Nitrate_run3_20201113.csv",44.0933401593653,3,"WL","DeepHole","8/4/2020","8:45","Hypo",8,8,"","WL_DeepHole_20200804_0845_Hypo_8_Limno.Sample.20160505"
"F138",0.001175754,1,"Nitrate_run3_20201113.csv",459.580214385837,15,"HB","DeepHole","8/5/2020","8:55","PML",0,1,"","HB_DeepHole_20200805_0855_PML_1_Limno.Sample.20160505"
"F139",0.001209776,1,"Nitrate_run3_20201113.csv",472.729044420636,15,"HB","DeepHole","8/5/2020","8:55","Hypo",4,4,"","HB_DeepHole_20200805_0855_Hypo_4_Limno.Sample.20160505"
"F14",0.0004311769,1,"Nitrate_run1_20201110.csv",156.265675567825,3,"FE","DeepHole","6/9/2020","11:48","PML",0,0.5,"","FE_DeepHole_20200609_1148_PML_0.5_Limno.Sample.20160505"
"F140",0.001231022,1,"Nitrate_run3_20201113.csv",480.940203168486,15,"HB","Outlet","8/5/2020","8:55","Surface",0,0,"","HB_Outlet_20200805_0855_Surface_0_Limno.Sample.20160505"
"F141",0.0001687008,1,"Nitrate_run3_20201113.csv",70.3740723953406,15,"CR","DeepHole","8/6/2020","9:22","PML",0,3.5,"","CR_DeepHole_20200806_0922_PML_3.5_Limno.Sample.20160505"
"F142",0.0001523644,1,"Nitrate_run3_20201113.csv",64.0603769341539,15,"CR","DeepHole","8/6/2020","9:22","Hypo",8,8,"","CR_DeepHole_20200806_0922_Hypo_8_Limno.Sample.20160505"
"F143",0.0001743449,1,"Nitrate_run3_20201113.csv",72.5554054033769,15,"CR","Outlet","8/6/2020","9:22","Surface",0,0,"","CR_Outlet_20200806_0922_Surface_0_Limno.Sample.20160505"
"F144",0.0005443591,1,"Nitrate_run3_20201113.csv",215.5585747133,3,"FE","DeepHole","8/11/2020","10:45","PML",0,1,"","FE_DeepHole_20200811_1045_PML_1_Limno.Sample.20160505"
"F145",0.0006714569,1,"Nitrate_run3_20201113.csv",264.679360381306,3,"FE","DeepHole","8/11/2020","10:45","Hypo",8,8,"","FE_DeepHole_20200811_1045_Hypo_8_Limno.Sample.20160505"
"F146",0.001724299,2,"Nitrate_run3_20201113.csv",1343.16401300769,3,"FE","Inlet1","8/11/2020","10:45","Surface",0,0,"","FE_Inlet1_20200811_1045_Surface_0_Limno.Sample.20160505"
"F147",0.0001503033,1,"Nitrate_run3_20201113.csv",63.2638025533202,3,"WL","DeepHole","8/11/2020","9:48","PML",0,1.5,"","WL_DeepHole_20200811_0948_PML_1.5_Limno.Sample.20160505"
"F148",0.0001304763,1,"Nitrate_run3_20201113.csv",55.6010592372317,3,"WL","DeepHole","8/11/2020","9:48","Hypo",8,8,"","WL_DeepHole_20200811_0948_Hypo_8_Limno.Sample.20160505"
"F149",0.0007130206,1,"Nitrate_run3_20201113.csv",280.742908289053,17,"BO","DeepHole","8/12/2020","10:55","PML",0,0,"","BO_DeepHole_20200812_1055_PML_0_Limno.Sample.20160505"
"F15",0.0007150778,1,"Nitrate_run1_20201110.csv",267.210891239097,3,"FE","DeepHole","6/9/2020","11:48","Hypo",8,8,"","FE_DeepHole_20200609_1148_Hypo_8_Limno.Sample.20160505"
"F150",0.0007493137,1,"Nitrate_run3_20201113.csv",294.769473550824,17,"BO","DeepHole","8/12/2020","10:55","Hypo",2,2,"","BO_DeepHole_20200812_1055_Hypo_2_Limno.Sample.20160505"
"F151",0.0007666988,1,"Nitrate_run3_20201113.csv",301.488470818416,17,"CB","DeepHole","8/12/2020","9:15","PML",0,0.5,"","CB_DeepHole_20200812_0915_PML_0.5_Limno.Sample.20160505"
"F152",0.0009420878,1,"Nitrate_run3_20201113.csv",369.272850072234,17,"CB","DeepHole","8/12/2020","9:15","Hypo",3,3,"","CB_DeepHole_20200812_0915_Hypo_3_Limno.Sample.20160505"
"F153",0.001346827,1,"Nitrate_run3_20201113.csv",525.696545011408,17,"NG","DeepHole","8/14/2020","10:00","PML",0,0,"","NG_DeepHole_20200814_1000_PML_0_Limno.Sample.20160505"
"F154",0.001817874,1,"Nitrate_run3_20201113.csv",707.74689306273,17,"NG","DeepHole","8/14/2020","10:00","Hypo",3.5,3.5,"","NG_DeepHole_20200814_1000_Hypo_3.5_Limno.Sample.20160505"
"F155",0.000453277,1,"Nitrate_run3_20201113.csv",180.357144694119,17,"WA","DeepHole","8/14/2020","11:15","PML",0,0.5,"","WA_DeepHole_20200814_1115_PML_0.5_Limno.Sample.20160505"
"F156",0.0009584535,1,"Nitrate_run3_20201113.csv",375.597869403858,17,"WA","DeepHole","8/14/2020","11:15","Hypo",4,4,"","WA_DeepHole_20200814_1115_Hypo_4_Limno.Sample.20160505"
"F157",0.0001866505,1,"Nitrate_run3_20201113.csv",77.3112763949772,15,"CR","DeepHole","8/17/2020","9:30","PML",0,3,"","CR_DeepHole_20200817_0930_PML_3_Limno.Sample.20160505"
"F158",0.00016336,1,"Nitrate_run3_20201113.csv",68.3099588379408,15,"CR","DeepHole","8/17/2020","9:30","Hypo",8,8,"","CR_DeepHole_20200817_0930_Hypo_8_Limno.Sample.20160505"
"F159",0.0001696345,1,"Nitrate_run3_20201113.csv",70.7349289764791,15,"CR","Outlet","8/17/2020","9:30","Surface",0,0,"","CR_Outlet_20200817_0930_Surface_0_Limno.Sample.20160505"
"F16",0.001635583,2,"Nitrate_run1_20201110.csv",1253.86753231926,3,"FE","Inlet1","6/9/2020","11:48","Surface",0,0,"","FE_Inlet1_20200609_1148_Surface_0_Limno.Sample.20160505"
"F160",0.001186521,1,"Nitrate_run3_20201113.csv",463.741446911399,15,"HB","DeepHole","8/18/2020","9:50","PML",0,0.5,"","HB_DeepHole_20200818_0950_PML_0.5_Limno.Sample.20160505"
"F161",0.001198701,1,"Nitrate_run3_20201113.csv",468.448775987404,15,"HB","DeepHole","8/18/2020","9:50","Hypo",4,4,"","HB_DeepHole_20200818_0950_Hypo_4_Limno.Sample.20160505"
"F162",0.0012042,1,"Nitrate_run3_20201113.csv",470.574030715561,15,"HB","Outlet","8/18/2020","9:50","Surface",0,0,"","HB_Outlet_20200818_0950_Surface_0_Limno.Sample.20160505"
"F163",0.0004398704,1,"Nitrate_run3_20201113.csv",175.175758980623,15,"MO","DeepHole","8/19/2020","10:15","PML",0,1.5,"","MO_DeepHole_20200819_1015_PML_1.5_Limno.Sample.20160505"
"F164",0.000154912,1,"Nitrate_run3_20201113.csv",65.0449739418741,15,"MO","DeepHole","8/19/2020","10:15","Hypo",4.5,4.5,"","MO_DeepHole_20200819_1015_Hypo_4.5_Limno.Sample.20160505"
"F165",0.0002266902,1,"Nitrate_run3_20201113.csv",92.7858284478944,15,"MO","Inlet1","8/19/2020","10:15","Surface",0,0,"","MO_Inlet1_20200819_1015_Surface_0_Limno.Sample.20160505"
"F166",0.001166931,1,"Nitrate_run3_20201113.csv",456.170299407381,15,"MO","Inlet2","8/19/2020","10:15","Surface",0,0,"","MO_Inlet2_20200819_1015_Surface_0_Limno.Sample.20160505"
"F167",0.0004976561,1,"Nitrate_run3_20201113.csv",197.508789012423,3,"FE","DeepHole","8/20/2020","11:32","PML",0,1.5,"","FE_DeepHole_20200820_1132_PML_1.5_Limno.Sample.20160505"
"F168",0.0006443656,1,"Nitrate_run3_20201113.csv",254.209108805215,3,"FE","DeepHole","8/20/2020","11:32","Hypo",8,8,"","FE_DeepHole_20200820_1132_Hypo_8_Limno.Sample.20160505"
"F169",0.001572219,2,"Nitrate_run3_20201113.csv",1225.61218938226,3,"FE","Inlet1","8/20/2020","11:32","Surface",0,0,"","FE_Inlet1_20200820_1132_Surface_0_Limno.Sample.20160505"
"F17",0.0001524251,1,"Nitrate_run1_20201110.csv",47.3326691217199,3,"WL","DeepHole","6/9/2020","10:20","PML",0,1,"","WL_DeepHole_20200609_1020_PML_1_Limno.Sample.20160505"
"F170",0.0001917878,1,"Nitrate_run3_20201113.csv",79.296741227667,17,"ME","DeepHole","8/20/2020","10:54","PML",0,2,"","ME_DeepHole_20200820_1054_PML_2_Limno.Sample.20160505"
"F171",0.0003864721,1,"Nitrate_run3_20201113.csv",154.538372264757,17,"ME","DeepHole","8/20/2020","10:54","Hypo",3.5,3.5,"","ME_DeepHole_20200820_1054_Hypo_3.5_Limno.Sample.20160505"
"F172",0.0002056574,1,"Nitrate_run3_20201113.csv",84.6570672828857,17,"ME","Outlet","8/20/2020","10:54","Surface",0,0,"","ME_Outlet_20200820_1054_Surface_0_Limno.Sample.20160505"
"F173",0.0001419879,1,"Nitrate_run3_20201113.csv",60.0500649343863,3,"WL","DeepHole","8/20/2020","9:10","PML",0,2,"","WL_DeepHole_20200820_0910_PML_2_Limno.Sample.20160505"
"F174",0.0001177722,1,"Nitrate_run3_20201113.csv",50.691175878079,3,"WL","DeepHole","8/20/2020","9:10","Hypo",8,8,"","WL_DeepHole_20200820_0910_Hypo_8_Limno.Sample.20160505"
"F175",0.0002341168,1,"Nitrate_run3_20201113.csv",95.6560624475546,35,"NH","DeepHole","8/24/2020","10:50","PML",0,2,"","NH_DeepHole_20200824_1050_PML_2_Limno.Sample.20160505"
"F176",0.0002482632,1,"Nitrate_run3_20201113.csv",101.123366227588,35,"NH","DeepHole","8/24/2020","10:50","Hypo",3,3,"","NH_DeepHole_20200824_1050_Hypo_3_Limno.Sample.20160505"
"F177",0.0003309044,1,"Nitrate_run3_20201113.csv",133.062555360262,35,"SE","DeepHole","8/24/2020","11:55","PML",0,5,"","SE_DeepHole_20200824_1155_PML_5_Limno.Sample.20160505"
"F178",0.0003023647,1,"Nitrate_run3_20201113.csv",122.032525833951,35,"SE","DeepHole","8/24/2020","11:55","Hypo",5.5,5.5,"","SE_DeepHole_20200824_1155_Hypo_5.5_Limno.Sample.20160505"
"F179",0.0002237193,1,"Nitrate_run3_20201113.csv",91.6376343631732,35,"BH","DeepHole","8/25/2020","9:50","PML",0,5,"","BH_DeepHole_20200825_0950_PML_5_Limno.Sample.20160505"
"F18",0.0001392725,1,"Nitrate_run1_20201110.csv",42.1927838883939,3,"WL","DeepHole","6/9/2020","10:20","Hypo",8,8,"","WL_DeepHole_20200609_1020_Hypo_8_Limno.Sample.20160505"
"F180",0.0002476051,1,"Nitrate_run3_20201113.csv",100.869023595,35,"BH","DeepHole","8/25/2020","9:50","Hypo",10,10,"","BH_DeepHole_20200825_0950_Hypo_10_Limno.Sample.20160505"
"F181",0.0002624513,1,"Nitrate_run3_20201113.csv",106.606786232782,35,"HH","DeepHole","8/25/2020","11:10","PML",0,4,"","HH_DeepHole_20200825_1110_PML_4_Limno.Sample.20160505"
"F182",0.0002772699,1,"Nitrate_run3_20201113.csv",112.333882016501,35,"HH","DeepHole","8/25/2020","11:10","Hypo",5.5,5.5,"","HH_DeepHole_20200825_1110_Hypo_5.5_Limno.Sample.20160505"
"F183",0.0005796482,1,"Nitrate_run3_20201113.csv",229.197113834487,35,"MI","DeepHole","8/26/2020","10:25","PML",0,0.5,"","MI_DeepHole_20200826_1025_PML_0.5_Limno.Sample.20160505"
"F184",0.0007423729,1,"Nitrate_run3_20201113.csv",292.086991641897,35,"MI","DeepHole","8/26/2020","10:25","Hypo",9,9,"","MI_DeepHole_20200826_1025_Hypo_9_Limno.Sample.20160505"
"F185",0.001805917,1,"Nitrate_run3_20201113.csv",703.125749075719,35,"TR","DeepHole","8/26/2020","9:15","PML",0,0.5,"","TR_DeepHole_20200826_0915_PML_0.5_Limno.Sample.20160505"
"F186",0.001870624,1,"Nitrate_run3_20201113.csv",728.133724652162,35,"TR","DeepHole","8/26/2020","9:15","Hypo",5,5,"","TR_DeepHole_20200826_0915_Hypo_5_Limno.Sample.20160505"
"F187",0.0001475621,1,"Nitrate_run3_20201113.csv",62.2043829750652,35,"WL","DeepHole","8/26/2020","11:37","PML",0,1.5,"","WL_DeepHole_20200826_1137_PML_1.5_Limno.Sample.20160505"
"F188",0.000101366,1,"Nitrate_run3_20201113.csv",44.3505040975569,35,"WL","DeepHole","8/26/2020","11:37","Hypo",8,8,"","WL_DeepHole_20200826_1137_Hypo_8_Limno.Sample.20160505"
"F189",0.0002195293,1,"Nitrate_run3_20201113.csv",90.0182822426098,35,"CYB","DeepHole","8/27/2020","10:15","PML",0,0.5,"","CYB_DeepHole_20200827_1015_PML_0.5_Limno.Sample.20160505"
"F19",0.0008699767,1,"Nitrate_run1_20201110.csv",327.743604829447,15,"HB","DeepHole","6/10/2020","11:40","PML",0,0.5,"","HB_DeepHole_20200610_1140_PML_0.5_Limno.Sample.20160505"
"F190",0.0003622778,1,"Nitrate_run3_20201113.csv",145.187753885151,35,"CYB","DeepHole","8/27/2020","10:15","Hypo",2,2,"","CYB_DeepHole_20200827_1015_Hypo_2_Limno.Sample.20160505"
"F191",0.0009990088,1,"Nitrate_run3_20201113.csv",391.271690658055,35,"TB","DeepHole","8/27/2020","11:15","PML",0,0.5,"","TB_DeepHole_20200827_1115_PML_0.5_Limno.Sample.20160505"
"F192",0.001456953,1,"Nitrate_run3_20201113.csv",568.258065686627,35,"TB","DeepHole","8/27/2020","11:15","Hypo",3.5,3.5,"","TB_DeepHole_20200827_1115_Hypo_3.5_Limno.Sample.20160505"
"F193",0.0001836716,1,"Nitrate_run3_20201113.csv",76.1599904684983,41,"JO","DeepHole","9/1/2020","8:55","PML",0,3,"","JO_DeepHole_20200901_0855_PML_3_Limno.Sample.20160505"
"F194",0.0002046606,1,"Nitrate_run2_20201111.csv",82.923143271226,41,"JO","DeepHole","9/1/2020","8:55","Hypo",4.5,4.5,"","JO_DeepHole_20200901_0855_Hypo_4.5_Limno.Sample.20160505"
"F2",0.0001312349,1,"Nitrate_run1_20201110.csv",39.0517819913255,3,"WL","DeepHole","6/4/2020","9:15","PML",0,1,"","WL_DeepHole_20200604_0915_PML_1_Limno.Sample.20160505"
"F20",0.001166174,1,"Nitrate_run1_20201110.csv",443.49411259377,15,"HB","DeepHole","6/10/2020","11:40","Hypo",4,4,"","HB_DeepHole_20200610_1140_Hypo_4_Limno.Sample.20160505"
"F21",0.0009755228,1,"Nitrate_run1_20201110.csv",368.989810205202,15,"HB","Outlet","6/10/2020","11:40","Surface",0,0,"","HB_Outlet_20200610_1140_Surface_0_Limno.Sample.20160505"
"F22",0.0001519527,1,"Nitrate_run1_20201110.csv",47.1480606196577,17,"ME","DeepHole","6/10/2020","9:36","PML",0,1,"","ME_DeepHole_20200610_0936_PML_1_Limno.Sample.20160505"
"F23",0.000496957,1,"Nitrate_run1_20201110.csv",181.971784218336,17,"ME","DeepHole","6/10/2020","9:36","Hypo",3.5,3.5,"","ME_DeepHole_20200610_0936_Hypo_3.5_Limno.Sample.20160505"
"F24",0.000254861,1,"Nitrate_run1_20201110.csv",87.3634440082412,17,"ME","Outlet","6/10/2020","9:36","Surface",0,0,"","ME_Outlet_20200610_0936_Surface_0_Limno.Sample.20160505"
"F25",0.0002595701,1,"Nitrate_run1_20201110.csv",89.2037062797507,15,"CR","DeepHole","6/11/2020","9:30","PML",0,2.5,"","CR_DeepHole_20200611_0930_PML_2.5_Limno.Sample.20160505"
"F26",0.0001784004,1,"Nitrate_run1_20201110.csv",57.4835184519826,15,"CR","DeepHole","6/11/2020","9:30","Hypo",8,8,"","CR_DeepHole_20200611_0930_Hypo_8_Limno.Sample.20160505"
"F27",0.0002114233,1,"Nitrate_run1_20201110.csv",70.3884890335863,15,"CR","Outlet","6/11/2020","9:30","Surface",0,0,"","CR_Outlet_20200611_0930_Surface_0_Limno.Sample.20160505"
"F28",0.0003133815,1,"Nitrate_run1_20201110.csv",110.232584238831,15,"MO","DeepHole","6/12/2020","9:25","PML",0,1.5,"","MO_DeepHole_20200612_0925_PML_1.5_Limno.Sample.20160505"
"F29",0.0002758918,1,"Nitrate_run1_20201110.csv",95.5820394467881,15,"MO","DeepHole","6/12/2020","9:25","Hypo",4.5,4.5,"","MO_DeepHole_20200612_0925_Hypo_4.5_Limno.Sample.20160505"
"F3",0.00015274,1,"Nitrate_run1_20201110.csv",47.4557284301437,3,"WL","DeepHole","6/4/2020","9:15","Hypo",8,8,"","WL_DeepHole_20200604_0915_Hypo_8_Limno.Sample.20160505"
"F30",0.0003999693,1,"Nitrate_run1_20201110.csv",144.070103406614,15,"MO","Inlet1","6/12/2020","9:25","Surface",0,0,"","MO_Inlet1_20200612_0925_Surface_0_Limno.Sample.20160505"
"F31",0.001195452,1,"Nitrate_run1_20201110.csv",454.935619205491,15,"MO","Inlet2","6/12/2020","9:25","Surface",0,0,"","MO_Inlet2_20200612_0925_Surface_0_Limno.Sample.20160505"
"F32",0.001481478,2,"Nitrate_run1_20201110.csv",1133.42259916814,15,"MO","Inlet3","6/12/2020","9:25","Surface",0,0,"","MO_Inlet3_20200612_0925_Surface_0_Limno.Sample.20160505"
"F33",0.0003750427,1,"Nitrate_run1_20201110.csv",134.329074008851,17,"BR","DeepHole","6/15/2020","11:42","PML",0,2,"","BR_DeepHole_20200615_1142_PML_2_Limno.Sample.20160505"
"F34",0.0003698869,1,"Nitrate_run1_20201110.csv",132.314246500527,17,"BR","DeepHole","6/15/2020","11:42","Hypo",3.5,3.5,"","BR_DeepHole_20200615_1142_Hypo_3.5_Limno.Sample.20160505"
"F35",0.0001746257,1,"Nitrate_run1_20201110.csv",56.0084089838747,17,"BA","DeepHole","6/15/2020","14:00","PML",0,2.5,"","BA_DeepHole_20200615_1400_PML_2.5_Limno.Sample.20160505"
"F36",0.0001860215,1,"Nitrate_run1_20201110.csv",60.4617569258738,17,"BA","DeepHole","6/15/2020","14:00","Hypo",6.5,6.5,"","BA_DeepHole_20200615_1400_Hypo_6.5_Limno.Sample.20160505"
"F37",0.0004791545,1,"Nitrate_run1_20201110.csv",175.014771394538,3,"FE","DeepHole","6/16/2020","10:35","PML",0,1.5,"","FE_DeepHole_20200616_1035_PML_1.5_Limno.Sample.20160505"
"F38",0.0006895803,1,"Nitrate_run1_20201110.csv",257.246760668964,3,"FE","DeepHole","6/16/2020","10:35","Hypo",8,8,"","FE_DeepHole_20200616_1035_Hypo_8_Limno.Sample.20160505"
"F39",0.001576658,2,"Nitrate_run1_20201110.csv",1207.81310393647,3,"FE","Inlet1","6/16/2020","10:35","Surface",0,0,"","FE_Inlet1_20200616_1035_Surface_0_Limno.Sample.20160505"
"F4",0.0005279093,1,"Nitrate_run1_20201110.csv",194.067588067573,3,"FE","DeepHole","6/4/2020","10:45","PML",0,0.5,"","FE_DeepHole_20200604_1045_PML_0.5_Limno.Sample.20160505"
