"lakeID","siteID","sampleID","dayOfYear","dateSet","dateSample","dateTimeSet","dateTimeSample","crew","gear","sampleGroup","effort","effortUnits","distanceShocked","useCPUE","useSampleMarkRecap","comments","metadataID","updateID"
"AQ","AQ_WholeShoreline","AQ_WholeShoreline_20190805_2355_BE_FishscapesSurvey.hotBassLap.20180607",217,2019-08-05,2019-08-05,2019-08-05 23:05:00,2019-08-05 23:55:00,"MS,DS,CL,KW","BE","2019_fishscapes_survey",0.83,"electrofishing_hours","1.3","yes","yes","Danny wanted to immortalize Carson Kennerly Lambert and Kayla Elaine Wensing in the database because they were great","FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"AQ","AQ_WholeShoreline","AQ_WholeShoreline_20190806_0155_BE_FishscapesSurvey.hotBassLap.20180607",218,2019-08-06,2019-08-06,2019-08-06 01:50:00,2019-08-06 01:55:00,"DS,MS,CW,CL","BE","2019_fishscapes_survey",0.08,"electrofishing_hours","0.13","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"AV","AV_WholeShoreline","AV_WholeShoreline_20190723_2315_BE_FishscapesSurvey.0.5mile.20180606",204,2019-07-23,2019-07-23,2019-07-23 23:00:00,2019-07-23 23:15:00,"AL,FF,CD","BE","2019_fishscapes_survey",0.25,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","sampleFishInfo.20201124"
"AV","AV_WholeShoreline","AV_WholeShoreline_20190724_0005_BE_FishscapesSurvey.1.5mile.20180607",205,2019-07-23,2019-07-24,2019-07-23 23:25:00,2019-07-24 00:05:00,"AL,FF,CD","BE","2019_fishscapes_survey",0.67,"electrofishing_hours","1.5","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","sampleFishInfo.20201124"
"AV","AV_WholeShoreline","AV_WholeShoreline_20190724_0040_BE_FishscapesSurvey.0.5mile.20180606",205,2019-07-24,2019-07-24,2019-07-24 00:25:00,2019-07-24 00:40:00,"AL, FF, CD","BE","2019_fishscapes_survey",0.25,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","sampleFishInfo.20201124"
"AV","AV_WholeShoreline","AV_WholeShoreline_20190724_0140_BE_FishscapesSurvey.1.5mile.20180607",205,2019-07-24,2019-07-24,2019-07-24 01:00:00,2019-07-24 01:40:00,"AL, FF, CD","BE","2019_fishscapes_survey",0.67,"electrofishing_hours","1.59","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","sampleFishInfo.20201124"
"AV","AV_WholeShoreline","AV_WholeShoreline_20190724_0210_BE_FishscapesSurvey.0.5mile.20180606",205,2019-07-24,2019-07-24,2019-07-24 01:50:00,2019-07-24 02:10:00,"AL, FF, CD","BE","2019_fishscapes_survey",0.33,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","sampleFishInfo.20201124"
"AV","AV_WholeShoreline","AV_WholeShoreline_20190724_0240_BE_FishscapesSurvey.1.5mile.20180607",205,2019-07-24,2019-07-24,2019-07-24 02:30:00,2019-07-24 02:40:00,"AL, FF, CD","BE","2019_fishscapes_survey",0.17,"electrofishing_hours","0.42","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","sampleFishInfo.20201124"
"BK","BK_WholeShoreline","BK_WholeShoreline_20190716_0005_BE_FishscapesSurvey.0.5mile.20180606",197,2019-07-15,2019-07-16,2019-07-15 23:50:00,2019-07-16 00:05:00,"AMK, FF, CD","BE","2019_fishscapes_survey",0.25,"electrofishing_hours","0.54","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","sampleFishInfo.20201124"
"BK","BK_WholeShoreline","BK_WholeShoreline_20190716_0105_BE_FishscapesSurvey.1.5mile.20180607",197,2019-07-16,2019-07-16,2019-07-16 00:05:00,2019-07-16 01:05:00,"AMK, FF, CD","BE","2019_fishscapes_survey",1,"electrofishing_hours","2","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","sampleFishInfo.20201124"
"BK","BK_WholeShoreline","BK_WholeShoreline_20190716_0206_BE_FishscapesSurvey.0.5mile.20180606",197,2019-07-16,2019-07-16,2019-07-16 01:55:00,2019-07-16 02:06:00,"AMK, FF, CD","BE","2019_fishscapes_survey",0.18,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","sampleFishInfo.20201124"
"BK","BK_WholeShoreline","BK_WholeShoreline_20190716_0305_BE_FishscapesSurvey.1.5mile.20180607",197,2019-07-16,2019-07-16,2019-07-16 02:25:00,2019-07-16 03:05:00,"AMK, FF, CD","BE","2019_fishscapes_survey",0.67,"electrofishing_hours","1.5","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","sampleFishInfo.20201124"
"BK","BK_WholeShoreline","BK_WholeShoreline_20190725_1110_AN_Fishscapes.Angling.20180625",206,2019-07-25,2019-07-25,2019-07-25 07:10:00,2019-07-25 11:10:00,"AT,DS,MS","AN","2019_fishscapes_survey",4,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BK","BK_WholeShoreline","BK_WholeShoreline_20190725_1730_AN_Fishscapes.Angling.20180625",206,2019-07-25,2019-07-25,2019-07-25 16:10:00,2019-07-25 17:30:00,"AT,DS,MS","AN","2019_fishscapes_survey",1.17,"angler_hours","0","yes","yes","Windy and stopped because of broken trolling motor plus break for travel from 1655 to 1705","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190530_1453_AN_Fishscapes.Angling.20180625",150,2019-05-30,2019-05-30,2019-05-30 14:02:00,2019-05-30 14:53:00,"MS","AN","2019_fishscapes_survey",0.85,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190530_1538_AN_Fishscapes.Angling.20180625",150,2019-05-30,2019-05-30,2019-05-30 14:02:00,2019-05-30 15:38:00,"AMK","AN","2019_fishscapes_survey",1.6,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190530_1608_AN_Fishscapes.Angling.20180625",150,2019-05-30,2019-05-30,2019-05-30 14:02:00,2019-05-30 16:08:00,"FF","AN","2019_fishscapes_survey",2.1,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190530_1630_AN_Fishscapes.Angling.20180625",150,2019-05-30,2019-05-30,2019-05-30 15:30:00,2019-05-30 16:30:00,"JP,AT","AN","2019_fishscapes_survey",1,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190530_1808_AN_Fishscapes.Angling.20180625",150,2019-05-30,2019-05-30,2019-05-30 16:30:00,2019-05-30 18:08:00,"AMK","AN","2019_fishscapes_survey",1.63,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190530_1919_AN_Fishscapes.Angling.20180625",150,2019-05-30,2019-05-30,2019-05-30 16:30:00,2019-05-30 19:19:00,"AT","AN","2019_fishscapes_survey",2.82,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190530_2020_AN_Fishscapes.Angling.20180625",150,2019-05-30,2019-05-30,2019-05-30 17:35:00,2019-05-30 20:20:00,"MS","AN","2019_fishscapes_survey",2.75,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190530_2030_AN_Fishscapes.Angling.20180625",150,2019-05-30,2019-05-30,2019-05-30 16:30:00,2019-05-30 20:30:00,"JP,FF","AN","2019_fishscapes_survey",4,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190615_1630_AN_Fishscapes.Angling.20180625",166,2019-06-15,2019-06-15,2019-06-15 15:20:00,2019-06-15 16:30:00,"AK,FF,MS","AN","2019_fishscapes_survey",1.17,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190615_1930_AN_Fishscapes.Angling.20180625",166,2019-06-15,2019-06-15,2019-06-15 16:30:00,2019-06-15 19:30:00,"MS,AMK,FF","AN","2019_fishscapes_survey",3,"angler_hours","0","yes","yes","NICE day","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190624_0950_AN_Fishscapes.Angling.20180625",175,2019-06-24,2019-06-24,2019-06-24 05:50:00,2019-06-24 09:50:00,"AT,FF,AMK","AN","2019_fishscapes_survey",3.6,"angler_hours","0","yes","yes","incoming storm stop 745 800 stop 900 909","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190624_1215_AN_Fishscapes.Angling.20180625",175,2019-06-24,2019-06-24,2019-06-24 10:33:00,2019-06-24 12:15:00,"JC,AK,AT","AN","2019_fishscapes_survey",1.08,"angler_hours","0","yes","yes","no storm ended because no dingers BC 1108 1145","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190716_2225_BE_FishscapesSurvey.0.5mile.20180606",197,2019-07-16,2019-07-16,2019-07-16 22:15:00,2019-07-16 22:25:00,"JP, FF, CD","BE","2019_fishscapes_survey",0.17,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190716_2320_BE_FishscapesSurvey.1.5mile.20180607",197,2019-07-16,2019-07-16,2019-07-16 22:40:00,2019-07-16 23:20:00,"JP, FF, CD","BE","2019_fishscapes_survey",0.67,"electrofishing_hours","1.5","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190716_2350_BE_FishscapesSurvey.0.5mile.20180606",197,2019-07-16,2019-07-16,2019-07-16 23:40:00,2019-07-16 23:50:00,"JP, FF, CD","BE","2019_fishscapes_survey",0.17,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190717_0045_BE_FishscapesSurvey.1.5mile.20180607",198,2019-07-17,2019-07-17,2019-07-17 00:20:00,2019-07-17 00:45:00,"FF, JP, CD","BE","2019_fishscapes_survey",0.42,"electrofishing_hours","1.12","yes","yes","SO MANY MSK missed or partially shocked","FishscapesSurvey.1.5mile.20180607","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190721_0945_AN_Fishscapes.Angling.20180625",202,2019-07-21,2019-07-21,2019-07-21 05:05:00,2019-07-21 09:45:00,"AT, MS, JP","AN","2019_fishscapes_survey",4.586666667,"angler_hours","0","yes","yes","break 715 to 720","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BOT","BOT_WholeShoreline","BOT_WholeShoreline_20190721_1230_AN_Fishscapes.Angling.20180625",202,2019-07-21,2019-07-21,2019-07-21 10:00:00,2019-07-21 12:30:00,"AT, JC, JP","AN","2019_fishscapes_survey",2,"angler_hours","0","yes","yes","break 1020 to 1030 and 1100 to 1120","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190603_2230_BE_FishscapesSurvey.0.5mile.20180606",154,2019-06-03,2019-06-03,2019-06-03 22:05:00,2019-06-03 22:30:00,"DS,FF,MS","BE","2019_fishscapes_survey",0.42,"electrofishing_hours","0.5","yes","yes",NA,"FishscapesSurvey.0.5mile.20180606","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190604_0025_BE_FishscapesSurvey.1.5mile.20180607",155,2019-06-03,2019-06-04,2019-06-03 23:40:00,2019-06-04 00:25:00,"DS,MS,FF","BE","2019_fishscapes_survey",0.75,"electrofishing_hours","1.34","yes","yes",NA,"FishscapesSurvey.1.5mile.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190605_2255_BE_FishscapesSurvey.hotBassLap.20180607",156,2019-06-05,2019-06-05,2019-06-05 22:15:00,2019-06-05 22:55:00,"DS,FF,MS","BE","2019_fishscapes_survey",0.67,"electrofishing_hours","0.93","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190606_0000_BE_FishscapesSurvey.hotBassLap.20180607",157,2019-06-05,2019-06-06,2019-06-05 23:30:00,2019-06-06 00:00:00,"DS,MS,FF","BE","2019_fishscapes_survey",0.5,"electrofishing_hours","0.9","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190606_0140_BE_FishscapesSurvey.hotBassLap.20180607",157,2019-06-06,2019-06-06,2019-06-06 00:25:00,2019-06-06 01:40:00,"DS,MS,FF","BE","2019_fishscapes_survey",1.25,"electrofishing_hours","1.87","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190606_0330_BE_FishscapesSurvey.hotBassLap.20180607",157,2019-06-06,2019-06-06,2019-06-06 02:20:00,2019-06-06 03:30:00,"DS,MS,FF","BE","2019_fishscapes_survey",1.17,"electrofishing_hours","1.88","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190611_0105_BE_FishscapesSurvey.hotBassLap.20180607",162,2019-06-11,2019-06-11,2019-06-11 00:00:00,2019-06-11 01:05:00,"DS,FF,MS","BE","2019_fishscapes_survey",1.08,"electrofishing_hours","0.93","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190611_0235_BE_FishscapesSurvey.hotBassLap.20180607",162,2019-06-11,2019-06-11,2019-06-11 01:30:00,2019-06-11 02:35:00,"DS,MS,FF","BE","2019_fishscapes_survey",1.08,"electrofishing_hours","1.94","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190611_0325_BE_FishscapesSurvey.hotBassLap.20180607",162,2019-06-11,2019-06-11,2019-06-11 02:55:00,2019-06-11 03:25:00,"DS,MS,FF","BE","2019_fishscapes_survey",0.5,"electrofishing_hours","1","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190612_2250_BE_FishscapesSurvey.hotBassLap.20180607",163,2019-06-12,2019-06-12,2019-06-12 21:55:00,2019-06-12 22:50:00,"DS,MS,FF","BE","2019_fishscapes_survey",0.92,"electrofishing_hours","1.84","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190613_0020_BE_FishscapesSurvey.hotBassLap.20180607",164,2019-06-12,2019-06-13,2019-06-12 23:20:00,2019-06-13 00:20:00,"DS, MS, FF","BE","2019_fishscapes_survey",1,"electrofishing_hours","1.83","yes","no",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190613_0130_BE_FishscapesSurvey.hotBassLap.20180607",164,2019-06-13,2019-06-13,2019-06-13 00:35:00,2019-06-13 01:30:00,"DS, MS, FF","BE","2019_fishscapes_survey",0.916666667,"electrofishing_hours","1.85","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190613_0250_BE_FishscapesSurvey.hotBassLap.20180607",164,2019-06-13,2019-06-13,2019-06-13 01:45:00,2019-06-13 02:50:00,"MS, DS, FF","BE","2019_fishscapes_survey",0.916666667,"electrofishing_hours","1.85","no","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190613_0355_BE_FishscapesSurvey.hotBassLap.20180607",164,2019-06-13,2019-06-13,2019-06-13 03:00:00,2019-06-13 03:55:00,"DS, MS, FF","BE","2019_fishscapes_survey",0.916666667,"electrofishing_hours","1.85","yes","no",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190622_0946_AN_Fishscapes.Angling.20180625",173,2019-06-22,2019-06-22,2019-06-22 05:45:00,2019-06-22 09:46:00,"JC,ALK,DS","AN","2019_fishscapes_survey",4.02,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190622_1148_AN_Fishscapes.Angling.20180625",173,2019-06-22,2019-06-22,2019-06-22 10:17:00,2019-06-22 11:48:00,"JC,ALK,CI","AN","2019_fishscapes_survey",1.52,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190622_1703_AN_Fishscapes.Angling.20180625",173,2019-06-22,2019-06-22,2019-06-22 12:23:00,2019-06-22 17:03:00,"JC,AK,DS","AN","2019_fishscapes_survey",4.67,"angler_hours","0","yes","yes","could not spine or clip","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190625_0025_BE_FishscapesSurvey.hotBassLap.20180607",176,2019-06-24,2019-06-25,2019-06-24 23:30:00,2019-06-25 00:25:00,"AS,AL,CD","BE","2019_fishscapes_survey",0.92,"electrofishing_hours","1.77","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190625_0210_BE_FishscapesSurvey.hotBassLap.20180607",176,2019-06-25,2019-06-25,2019-06-25 01:00:00,2019-06-25 02:10:00,"AS,AL,CD","BE","2019_fishscapes_survey",1.17,"electrofishing_hours","1.91","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190625_0350_BE_FishscapesSurvey.hotBassLap.20180607",176,2019-06-25,2019-06-25,2019-06-25 02:40:00,2019-06-25 03:50:00,"AS,AL,CD","BE","2019_fishscapes_survey",1.17,"electrofishing_hours","1.81","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190703_1600_AN_Fishscapes.Angling.20180625",184,2019-07-03,2019-07-03,2019-07-03 13:50:00,2019-07-03 16:00:00,"AMK, FF, CD","AN","2019_fishscapes_survey",1.753333333,"angler_hours","0","yes","yes","BREAK 14:50-15:15","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190703_2045_AN_Fishscapes.Angling.20180625",184,2019-07-03,2019-07-03,2019-07-03 16:45:00,2019-07-03 20:45:00,"AMK, FF, CD","AN","2019_fishscapes_survey",4,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190711_0854_AN_Fishscapes.Angling.20180625",192,2019-07-11,2019-07-11,2019-07-11 05:54:00,2019-07-11 08:54:00,"AL, ALK, AS","AN","2019_fishscapes_survey",2.483333333,"angler_hours","0","yes","yes","break 744 to 815 white caps","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190717_2305_BE_FishscapesSurvey.hotBassLap.20180607",198,2019-07-17,2019-07-17,2019-07-17 22:05:00,2019-07-17 23:05:00,"JP, FF, CD","BE","2019_fishscapes_survey",1,"electrofishing_hours","2.08","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"BY","BY_WholeShoreline","BY_WholeShoreline_20190724_2350_BE_FishscapesSurvey.hotBassLap.20180607",205,2019-07-24,2019-07-24,2019-07-24 22:10:00,2019-07-24 23:50:00,"AL,FF,CD","BE","2019_fishscapes_survey",1.67,"electrofishing_hours","2.36","yes","yes",NA,"FishscapesSurvey.hotBassLap.20180607","sampleFishInfo.20201124"
"DS","DS_WholeShoreline","DS_WholeShoreline_20190613_0932_AN_Fishscapes.Angling.20180625",164,2019-06-13,2019-06-13,2019-06-13 05:50:00,2019-06-13 09:32:00,"CD,AMK,AT","AN","2019_fishscapes_survey",3.7,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"DS","DS_WholeShoreline","DS_WholeShoreline_20190613_1237_AN_Fishscapes.Angling.20180625",164,2019-06-13,2019-06-13,2019-06-13 11:15:00,2019-06-13 12:37:00,"AS,CD,AK","AN","2019_fishscapes_survey",1.37,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"DS","DS_WholeShoreline","DS_WholeShoreline_20190616_1523_AN_Fishscapes.Angling.20180625",167,2019-06-16,2019-06-16,2019-06-16 14:50:00,2019-06-16 15:23:00,"CI,MS,FF","AN","2019_fishscapes_survey",0.55,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"DS","DS_WholeShoreline","DS_WholeShoreline_20190616_1830_AN_Fishscapes.Angling.20180625",167,2019-06-16,2019-06-16,2019-06-16 16:50:00,2019-06-16 18:30:00,"CMI, MS, FF","AN","2019_fishscapes_survey",1.66,"angler_hours","0","yes","yes","Fathers day","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"DS","DS_WholeShoreline","DS_WholeShoreline_20190616_2037_AN_Fishscapes.Angling.20180625",167,2019-06-16,2019-06-16,2019-06-16 18:40:00,2019-06-16 20:37:00,"CI, MS, AMK","AN","2019_fishscapes_survey",1.95,"angler_hours","0","yes","yes",NA,"Fishscapes.Angling.20180625","sampleFishInfo.20201124"
"DS","DS_WholeShoreline","DS_WholeShoreline_20190627_1521_AN_Fishscapes.Angling.20180625",178,2019-06-27,2019-06-27,2019-06-27 13:57:00,2019-06-27 15:21:00,"DS,FF,AMK","AN","2019_fishscapes_survey",2.4,"angler_hours","0","yes","yes","Danny used his own rods ended bc of thunder","Fishscapes.Angling.20180625","sampleFishInfo.20201124"
