projectID,37,,,,,,,,,,,,,,,,
24,BLG,176,,,,,,,,,,,,,,,0
25,BLG,169,,,,,,,,,,,,,,,0
26,BLG,117,,,,,,,,,,,,,,,0
27,YWP,106,,,,,,,,,,,,,,,0
28,YWP,76,,,,,,,,,,,,,,,0
29,YWP,34,,,,,,,,,,,,,,,0
30,YWP,106,,,,,,,,,,,,,,,0
31,YWP,130,,,,,,,,,,,,,,,0
32,BLG,66,,,,,,,,,,,,,,,0
33,minnow,56,,,,,,,,,,,,,,,0
34,BLG,82,,,,,,,,,,,,,,,0
35,YWP,89,,,,,,,,,,,,,,,0
36,YWP,35,,,,,,,,,,,,,,,0
37,minnow,56,,,,,,,,,,,,,,,0
38,BLG,83,,,,,,,,,,,,,,,0
39,YWP,77,,,,,,,,,,,,,,,0
40,YWP,37,,,,,,,,,,,,,,,0
41,YWP,74,,,,,,,,,,,,,,,0
42,minnow,minnow,,,,,,,,,,,,,,,0
43,YWP,40,,,,,,,,,,,,,,,0
44,YWP,37,,,,,,,,,,,,,,,0
45,YWP,36,,,,,,,,,,,,,,,0
46,YWP,34,,,,,,,,,,,,,,,0
47,YWP,42,,,,,,,,,,,,,,,0
48,BLG,53,,,,,,,,,,,,,,,0
49,YWP,36,,,,,,,,,,,,,,,0
50,YWP,36,,,,,,,,,,,,,,,0
51,YWP,36,,,,,,,,,,,,,,,0
52,YWP,37,,,,,,,,,,,,,,,0
53,YWP,34,,,,,,,,,,,,,,,0
54,BLG,168,,,,,,,,,,,,,,,0
55,BLG,167,,,,,,,,,,,,,,,0
56,YWP,132,,,,,,,,,,,,,,,0
57,PKS,142,,,,,,,,,,,,,,,0
58,WSK,273,,,,,,,,,,,,,,,0
59,YWP,126,,,,,,,,,,,,,,,0
60,PKS,165,,,,,,,,,,,,,,,0
61,BLG,124,,,,,,,,,,,,,,,0
62,YWP,123,,,,,,,,,,,,,,,0
63,YWP,80,,,,,,,,,,,,,,,0
64,YWP,124,,,,,,,,,,,,,,,0
65,YWP,74,,,,,,,,,,,,,,,0
66,YWP,76,,,,,,,,,,,,,,,0
67,YWP,80,,,,,,,,,,,,,,,0
68,YWP,36,,,,,,,,,,,,,,,0
69,YWP,83,,,,,,,,,,,,,,,0
70,YWP,27,,,,,,,,,,,,,,,0
71,BLG,73,,,,,,,,,,,,,,,0
72,PKS,90,,,,,,,,,,,,,,,0
73,BLG,161,,,,,,,,,,,,,,,0
74,YWP,96,,,,,,,,,,,,,,,0
75,BLG,143,,,,,,,,,,,,,,,0
76,BLG,121,,,,,,,,,,,,,,,0
77,BLG,145,,,,,,,,,,,,,,,0
78,YWP,82,,,,,,,,,,,,,,,0
79,BLG,63,,,,,,,,,,,,,,,0
80,YWP,90,,,,,,,,,,,,,,,0
81,YWP,97,,,,,,,,,,,,,,,0
82,YWP,83,,,,,,,,,,,,,,,0
83,YWP,82,,,,,,,,,,,,,,,0
84,YWP,86,,,,,,,,,,,,,,,0
85,YWP,90,,,,,,,,,,,,,,,0
86,YWP,76,,,,,,,,,,,,,,,0
87,YWP,74,,,,,,,,,,,,,,,0
88,YWP,76,,,,,,,,,,,,,,,0
89,YWP,38,,,,,,,,,,,,,,,0
90,YWP,69,,,,,,,,,,,,,,,0
91,minnow,63,,,,,,,,,,,,,,,0
92,YWP,34,,,,,,,,,,,,,,,0
93,YWP,37,,,,,,,,,,,,,,,0
94,YWP,78,,,,,,,,,,,,,,,0
95,YWP,87,,,,,,,,,,,,,,,0
96,YWP,38,,,,,,,,,,,,,,,0
97,minnow,63,,,,,,,,,,,,,,,0
98,YWP,90,,,,,,,,,,,,,,,0
99,BLG,57,,,,,,,,,,,,,,,0
100,YWP,67,,,,,,,,,,,,,,,0
101,YWP,36,,,,,,,,,,,,,,,0
102,YWP,39,,,,,,,,,,,,,,,0
103,YWP,34,,,,,,,,,,,,,,,0
104,YWP,42,,,,,,,,,,,,,,,0
105,YWP,37,,,,,,,,,,,,,,,0
106,YWP,36,,,,,,,,,,,,,,,0
107,SMB,27,,,,,,,,,,,,,,,0
108,WLY,229,,,,,,,,,,,,,,,0
109,WLY,426,,,,,,,,,,,,,,,0
110,WSK,335,,,,,,,,,,,,,,,0
111,WLY,197,,,,,,,,,,,,,,,0
112,YWP,142,,,,,,,,,,,,,,,0
113,YWP,135,,,,,,,,,,,,,,,0
114,BLG,171,,,,,,,,,,,,,,,0
115,PKS,134,,,,,,,,,,,,,,,0
116,RKB,111,,,,,,,,,,,,,,,0
117,SMB,105,,AF,,,,,,,,,,,,,0
118,YWP,125,,,,,,,,,,,,,,,0
119,YWP,121,,,,,,,,,,,,,,,0
120,YWP,91,,,,,,,,,,,,,,,0
121,YWP,92,,,,,,,,,,,,,,,0
122,YWP,72,,,,,,,,,,,,,,,0
123,YWP,126,,,,,,,,,,,,,,,0
124,LMB,27,,,,,,,,,,,,,,,0
125,YWP,84,,,,,,,,,,,,,,,0
126,YWP,90,,,,,,,,,,,,,,,0
127,YWP,140,,,,,,,,,,,,,,,0
128,YWP,125,,,,,,,,,,,,,,,0
129,YWP,78,,,,,,,,,,,,,,,0
130,PKS,82,,,,,,,,,,,,,,,0
131,YWP,86,,,,,,,,,,,,,,,0
132,BLG,51,,,,,,,,,,,,,,,0
133,YWP,36,,,,,,,,,,,,,,,0
134,BLG,70,,,,,,,,,,,,,,,0
135,YWP,86,,,,,,,,,,,,,,,0
136,BLG,60,,,,,,,,,,,,,,,0
137,YWP,72,,,,,,,,,,,,,,,0
138,YWP,65,,,,,,,,,,,,,,,0
139,minnow,59,,,,,,,,,,,,,,,0
140,YWP,39,,,,,,,,,,,,,,,0
141,YWP,84,,,,,,,,,,,,,,,0
142,YWP,92,,,,,,,,,,,,,,,0
143,YWP,37,,,,,,,,,,,,,,,0
144,minnow,64,,,,,,,,,,,,,,,0
145,YWP,67,,,,,,,,,,,,,,,0
146,BLG,57,,,,,,,,,,,,,,,0
147,YWP,67,,,,,,,,,,,,,,,0
148,YWP,82,,,,,,,,,,,,,,,0
149,SMB,26,,,,,,,,,,,,,,,0
150,YWP,38,,,,,,,,,,,,,,,0
151,YWP,36,,,,,,,,,,,,,,,0
152,YWP,36,,,,,,,,,,,,,,,0
153,WLY,183,,,,,,,,,,,,,,,0
154,WLY,182,,,,,,,,,,,,,,,0
155,BLG,161,,,,,,,,,,,,,,,0
156,YWP,111,,,,,,,,,,,,,,,0
157,YWP,75,,,,,,,,,,,,,,,0
158,SMB,94,,,,,,,,,,,,,,,0
159,WLY,87,,,,,,,,,,,,,,,0
160,YWP,88,,,,,,,,,,,,,,,0
161,YWP,80,,,,,,,,,,,,,,,0
162,YWP,89,,,,,,,,,,,,,,,0
163,YWP,30,,,,,,,,,,,,,,,0
164,WSK,382,,,,,,,,,,,,,,,0
165,WLY,209,,,,,,,,,,,,,,,0
166,YWP,37,,,,,,,,,,,,,,,0
167,WLY,206,,,,,,,,,,,,,,,0
168,BLG,144,,,,,,,,,,,,,,,0
169,YWP,73,,,,,,,,,,,,,,,0
170,YWP,72,,,,,,,,,,,,,,,0
171,YWP,34,,,,,,,,,,,,,,,0
172,YWP,87,,,,,,,,,,,,,,,0
173,YWP,36,,,,,,,,,,,,,,,0
174,YWP,39,,,,,,,,,,,,,,,0
175,YWP,37,,,,,,,,,,,,,,,0
176,SMB,29,,,,,,,,,,,,,,,0
177,YWP,36,,,,,,,,,,,,,,,0
178,YWP,36,,,,,,,,,,,,,,,0
179,YWP,34,,,,,,,,,,,,,,,0
180,YWP,32,,,,,,,,,,,,,,,0
181,WLY,490,,,,,,,,,,,,,,,0
182,YWP,203,,,,,,,,,,,,,,,0
183,YWP,86,,,,,,,,,,,,,,,0
184,YWP,84,,,,,,,,,,,,,,,0
185,YWP,47,,,,,,,,,,,,,,,0
186,YWP,73,,,,,,,,,,,,,,,0
187,YWP,71,,,,,,,,,,,,,,,0
188,YWP,37,,,,,,,,,,,,,,,0
189,YWP,32,,,,,,,,,,,,,,,0
190,BLG,144,,,,,,,,,,,,,,,0
191,YWP,29,,,,,,,,,,,,,,,0
192,RKB,118,,,,,,,,,,,,,,,0
193,YWP,41,,,,,,,,,,,,,,,0
194,YWP,36,,,,,,,,,,,,,,,0
195,YWP,85,,,,,,,,,,,,,,,0
196,WLY,49,,,,,,,,,,,,,,,0
197,YWP,36,,,,,,,,,,,,,,,0
198,YWP,35,,,,,,,,,,,,,,,0
199,YWP,34,,,,,,,,,,,,,,,0
200,YWP,33,,,,,,,,,,,,,,,0
