[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Vial	Excluded	Inj. Vol.	
Unknown	NPOC	219	219	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 2:30:53 PM	1	3	NPOC	15.75	15.72	5.214	5.205	NPOC:5.205mg/L	NPOC:5.205mg/L	14	0	50	
Unknown	NPOC	218	218	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 2:36:23 PM	1	1	NPOC	209.7	212.0	74.28	75.10	NPOC:75.10mg/L	NPOC:75.10mg/L	15	0	50	
Unknown	NPOC	218	218	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 2:39:23 PM	1	2	NPOC	215.4	212.0	76.31	75.10	NPOC:75.10mg/L	NPOC:75.10mg/L	15	0	50	
Unknown	NPOC	218	218	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 2:42:20 PM	1	3	NPOC	210.9	212.0	74.71	75.10	NPOC:75.10mg/L	NPOC:75.10mg/L	15	0	50	
Unknown	NPOC	221	221	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 2:47:18 PM	1	1	NPOC	16.06	15.45	5.325	5.107	NPOC:5.107mg/L	NPOC:5.107mg/L	16	1	50	
Unknown	NPOC	221	221	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 2:49:49 PM	1	2	NPOC	15.44	15.45	5.104	5.107	NPOC:5.107mg/L	NPOC:5.107mg/L	16	0	50	
Unknown	NPOC	221	221	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 2:52:21 PM	1	3	NPOC	15.49	15.45	5.122	5.107	NPOC:5.107mg/L	NPOC:5.107mg/L	16	0	50	
Unknown	NPOC	221	221	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 2:54:44 PM	1	4	NPOC	14.79	15.45	4.872	5.107	NPOC:5.107mg/L	NPOC:5.107mg/L	16	1	50	
Unknown	NPOC	221	221	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 2:57:15 PM	1	5	NPOC	15.42	15.45	5.097	5.107	NPOC:5.107mg/L	NPOC:5.107mg/L	16	0	50	
Unknown	NPOC	223	223	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:02:14 PM	1	1	NPOC	15.40	15.32	5.090	5.060	NPOC:5.060mg/L	NPOC:5.060mg/L	17	0	50	
Unknown	NPOC	223	223	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:04:46 PM	1	2	NPOC	15.35	15.32	5.072	5.060	NPOC:5.060mg/L	NPOC:5.060mg/L	17	0	50	
Unknown	NPOC	223	223	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:07:17 PM	1	3	NPOC	15.20	15.32	5.018	5.060	NPOC:5.060mg/L	NPOC:5.060mg/L	17	0	50	
Unknown	NPOC	196	196	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:12:19 PM	1	1	NPOC	26.10	26.39	8.900	9.003	NPOC:9.003mg/L	NPOC:9.003mg/L	18	0	50	
Unknown	NPOC	196	196	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:14:57 PM	1	2	NPOC	26.47	26.39	9.032	9.003	NPOC:9.003mg/L	NPOC:9.003mg/L	18	0	50	
Unknown	NPOC	196	196	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:17:42 PM	1	3	NPOC	26.60	26.39	9.078	9.003	NPOC:9.003mg/L	NPOC:9.003mg/L	18	0	50	
Unknown	NPOC	214	214	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:23:00 PM	1	1	NPOC	37.11	37.22	12.82	12.86	NPOC:12.86mg/L	NPOC:12.86mg/L	19	0	50	
Unknown	NPOC	214	214	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:25:46 PM	1	2	NPOC	37.30	37.22	12.89	12.86	NPOC:12.86mg/L	NPOC:12.86mg/L	19	0	50	
Unknown	NPOC	214	214	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:28:34 PM	1	3	NPOC	37.26	37.22	12.87	12.86	NPOC:12.86mg/L	NPOC:12.86mg/L	19	0	50	
Unknown	NPOC	211	211	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:33:42 PM	1	1	NPOC	22.84	19.99	7.739	6.723	NPOC:6.723mg/L	NPOC:6.723mg/L	20	1	50	
Unknown	NPOC	211	211	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:36:22 PM	1	2	NPOC	20.00	19.99	6.728	6.723	NPOC:6.723mg/L	NPOC:6.723mg/L	20	0	50	
Unknown	NPOC	211	211	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:39:01 PM	1	3	NPOC	19.95	19.99	6.710	6.723	NPOC:6.723mg/L	NPOC:6.723mg/L	20	0	50	
Unknown	NPOC	211	211	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:41:38 PM	1	4	NPOC	20.01	19.99	6.731	6.723	NPOC:6.723mg/L	NPOC:6.723mg/L	20	0	50	
Unknown	NPOC	209	209	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:46:42 PM	1	1	NPOC	20.59	20.87	6.938	7.039	NPOC:7.039mg/L	NPOC:7.039mg/L	21	0	50	
Unknown	NPOC	209	209	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:49:18 PM	1	2	NPOC	20.99	20.87	7.080	7.039	NPOC:7.039mg/L	NPOC:7.039mg/L	21	0	50	
Unknown	NPOC	209	209	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:51:48 PM	1	3	NPOC	21.04	20.87	7.098	7.039	NPOC:7.039mg/L	NPOC:7.039mg/L	21	0	50	
Unknown	NPOC	208	208	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 3:57:20 PM	1	1	NPOC	184.6	184.7	65.35	65.37	NPOC:65.37mg/L	NPOC:65.37mg/L	22	0	50	
Unknown	NPOC	208	208	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:00:19 PM	1	2	NPOC	184.5	184.7	65.31	65.37	NPOC:65.37mg/L	NPOC:65.37mg/L	22	0	50	
Unknown	NPOC	208	208	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:03:18 PM	1	3	NPOC	184.9	184.7	65.45	65.37	NPOC:65.37mg/L	NPOC:65.37mg/L	22	0	50	
Unknown	NPOC	197	197	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:08:25 PM	1	1	NPOC	26.03	25.77	8.875	8.784	NPOC:8.784mg/L	NPOC:8.784mg/L	23	0	50	
Unknown	NPOC	197	197	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:11:01 PM	1	2	NPOC	25.81	25.77	8.797	8.784	NPOC:8.784mg/L	NPOC:8.784mg/L	23	0	50	
Unknown	NPOC	197	197	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:13:38 PM	1	3	NPOC	25.48	25.77	8.679	8.784	NPOC:8.784mg/L	NPOC:8.784mg/L	23	0	50	
Unknown	NPOC	187	187	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:19:04 PM	1	1	NPOC	48.84	48.81	17.00	16.99	NPOC:16.99mg/L	NPOC:16.99mg/L	24	0	50	
Unknown	NPOC	187	187	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:21:59 PM	1	2	NPOC	49.00	48.81	17.06	16.99	NPOC:16.99mg/L	NPOC:16.99mg/L	24	0	50	
Unknown	NPOC	187	187	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:24:52 PM	1	3	NPOC	48.59	48.81	16.91	16.99	NPOC:16.99mg/L	NPOC:16.99mg/L	24	0	50	
Unknown	NPOC	194	194	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:30:01 PM	1	1	NPOC	21.75	21.42	7.351	7.235	NPOC:7.235mg/L	NPOC:7.235mg/L	25	0	50	
Unknown	NPOC	194	194	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:32:37 PM	1	2	NPOC	21.24	21.42	7.169	7.235	NPOC:7.235mg/L	NPOC:7.235mg/L	25	0	50	
Unknown	NPOC	194	194	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:35:16 PM	1	3	NPOC	21.28	21.42	7.184	7.235	NPOC:7.235mg/L	NPOC:7.235mg/L	25	0	50	
Unknown	NPOC	306	306	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:40:39 PM	1	1	NPOC	80.71	81.87	28.35	28.76	NPOC:28.76mg/L	NPOC:28.76mg/L	26	0	50	
Unknown	NPOC	306	306	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:43:38 PM	1	2	NPOC	82.94	81.87	29.14	28.76	NPOC:28.76mg/L	NPOC:28.76mg/L	26	0	50	
Unknown	NPOC	306	306	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:46:35 PM	1	3	NPOC	81.97	81.87	28.80	28.76	NPOC:28.76mg/L	NPOC:28.76mg/L	26	0	50	
Unknown	NPOC	226	226	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:51:38 PM	1	1	NPOC	19.19	19.00	6.439	6.373	NPOC:6.373mg/L	NPOC:6.373mg/L	27	0	50	
Unknown	NPOC	226	226	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_20_11_54_35.cal	1.00		10/20/2020 4:54:10 PM	1	2	NPOC	18.74	19.00	6.279	6.373	NPOC:6.373mg/L	NPOC:6.373mg/L	27	0	50	
