"siteID","sampleID","dayOfYear","dateSet","dateSample","dateTimeSet","dateTimeSample","crew","gear","sampleGroup","effort","effortUnits","distanceShocked","useCPUE","useSampleMarkRecap","comments","metadataID","entryFile"
"FE_MT.004","FE_MT.004_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.005","FE_MT.005_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.006","FE_MT.006_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.007","FE_MT.007_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.008","FE_MT.008_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.009","FE_MT.009_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.010","FE_MT.010_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.011","FE_MT.011_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.012","FE_MT.012_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.013","FE_MT.013_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.014","FE_MT.014_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.015","FE_MT.015_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.016","FE_MT.016_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.017","FE_MT.017_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.018","FE_MT.018_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.019","FE_MT.019_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"FE_MT.020","FE_MT.020_20200605_1546_MT_MinnowTrapSurvey.20120228","157",2020-06-04,2020-06-05,2020-06-04 16:50:00,2020-06-05 15:46:00,"SEJ, AA","MT","2019_minnowtrap_survey","22.93333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.001","WL_MT.001_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.002","WL_MT.002_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.003","WL_MT.003_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.004","WL_MT.004_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.005","WL_MT.005_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.006","WL_MT.006_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.007","WL_MT.007_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.008","WL_MT.008_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.009","WL_MT.009_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.010","WL_MT.010_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.011","WL_MT.011_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.012","WL_MT.012_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.013","WL_MT.013_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.014","WL_MT.014_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.015","WL_MT.015_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.016","WL_MT.016_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.017","WL_MT.017_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.018","WL_MT.018_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.019","WL_MT.019_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.020","WL_MT.020_20200701_1230_MT_MinnowTrapSurvey.20120228","183",2020-06-30,2020-07-01,2020-06-30 11:43:00,2020-07-01 12:30:00,"JB AA","MT","2020_minnowtrap_survey","24.78333333","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.001","WL_MT.001_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.002","WL_MT.002_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.003","WL_MT.003_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.004","WL_MT.004_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.005","WL_MT.005_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.006","WL_MT.006_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.007","WL_MT.007_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.008","WL_MT.008_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.009","WL_MT.009_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.010","WL_MT.010_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
"WL_MT.011","WL_MT.011_20200702_1433_MT_MinnowTrapSurvey.20120228","184",2020-07-01,2020-07-02,2020-07-01 12:30:00,2020-07-02 14:33:00,"JB AA","MT","2020_minnowtrap_survey","26.05","trap_hours",NA,"yes","yes","","MinnowTrapSurvey.20120228",NA
