"projectID","lakeID","siteID","sampleID","dateSample","dateTimeSample","depthClass","depthTop","depthBottom","crew","weather","comments","metadataID","updateID"
3,"WL","WL_WholeLake","WL_WholeLake_20200616_0856_Staff_0_Limno.Sample.20160505",2020-06-16,2020-06-16 08:56:00,"Staff",0,0,"RN and CS","sunny and windy","Deck PAR at 919.8 and northern sed trap bumped in wind and miniDot in bag at 9:46 out before 10:17","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
3,"WL","WL_WholeLake","WL_WholeLake_20200623_0945_Staff_0_Limno.Sample.20160505",2020-06-23,2020-06-23 09:45:00,"Staff",0,0,"RN and CS","full cloud","deck PAR 127.5","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
3,"WL","WL_WholeLake","WL_WholeLake_20200630_0958_Staff_0_Limno.Sample.20160505",2020-06-30,2020-06-30 09:58:00,"Staff",0,0,"RN and CS","sunny hot","No light meter because meter wont stay on ","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
3,"WL","WL_WholeLake","WL_WholeLake_20200707_1000_Staff_0_Limno.Sample.20160505",2020-07-07,2020-07-07 10:00:00,"Staff",0,0,"RN and CS","sunny hot","no light profile light meter needs maintenence","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
3,"WL","WL_WholeLake","WL_WholeLake_20200715_0907_Staff_0_Limno.Sample.20160505",2020-07-15,2020-07-15 09:07:00,"Staff",0,0,"RN and CS","sunny nice","Deck PAR 1606.8 hit bottom at 12.5m with YSI","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
3,"WL","WL_WholeLake","WL_WholeLake_20200721_0957_Staff_0_Limno.Sample.20160505",2020-07-21,2020-07-21 09:57:00,"Staff",0,0,"RN and CS","full cloud cold rainy","Deck PAR 263.7","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
3,"WL","WL_WholeLake","WL_WholeLake_20200728_1015_Staff_0_Limno.Sample.20160505",2020-07-28,2020-07-28 10:15:00,"Staff",0,0,"RN and CS","sunny breezy","Deck PAR 1836.3 and DO sensors not reliable ","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
3,"WL","WL_WholeLake","WL_WholeLake_20200804_0845_Staff_0_Limno.Sample.20160505",2020-08-04,2020-08-04 08:45:00,"Staff",0,0,"RN and CS","sunny cool","Deck PAR 902.6 and hit bottom at 13.5m","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
3,"WL","WL_WholeLake","WL_WholeLake_20200811_0948_Staff_0_Limno.Sample.20160505",2020-08-11,2020-08-11 09:48:00,"Staff",0,0,"RN and CS ","sunny no clouds","Deck PAR 1195.8","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
3,"WL","WL_WholeLake","WL_WholeLake_20200820_0910_Staff_0_Limno.Sample.20160505",2020-08-20,2020-08-20 09:10:00,"Staff",0,0,"RN and CO","partly cloudy 70F","Deck PAR 1218.7","Staff.Gauge.Sample.20140319","sampleStaff.20210505"
