[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Vial	Excluded	Inj. Vol.	
Unknown	NPOC	313	313	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 2:50:34 PM	1	3	NPOC	15.79	15.82	5.313	5.326	NPOC:5.326mg/L	NPOC:5.326mg/L	13	0	50	
Unknown	NPOC	313	313	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 2:53:06 PM	1	4	NPOC	15.83	15.82	5.328	5.326	NPOC:5.326mg/L	NPOC:5.326mg/L	13	0	50	
Unknown	NPOC	388	388	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 2:58:15 PM	1	1	NPOC	27.04	27.20	9.523	9.584	NPOC:9.584mg/L	NPOC:9.584mg/L	14	0	50	
Unknown	NPOC	388	388	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:00:55 PM	1	2	NPOC	27.08	27.20	9.538	9.584	NPOC:9.584mg/L	NPOC:9.584mg/L	14	0	50	
Unknown	NPOC	388	388	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:03:40 PM	1	3	NPOC	27.49	27.20	9.691	9.584	NPOC:9.584mg/L	NPOC:9.584mg/L	14	0	50	
Unknown	NPOC	303	303	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:09:00 PM	1	1	NPOC	59.53	58.84	21.68	21.42	NPOC:21.42mg/L	NPOC:21.42mg/L	15	0	50	
Unknown	NPOC	303	303	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:11:53 PM	1	2	NPOC	58.68	58.84	21.36	21.42	NPOC:21.42mg/L	NPOC:21.42mg/L	15	0	50	
Unknown	NPOC	303	303	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:14:43 PM	1	3	NPOC	58.32	58.84	21.23	21.42	NPOC:21.42mg/L	NPOC:21.42mg/L	15	0	50	
Unknown	NPOC	265	265	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:20:00 PM	1	1	NPOC	43.84	43.97	15.81	15.86	NPOC:15.86mg/L	NPOC:15.86mg/L	16	0	50	
Unknown	NPOC	265	265	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:22:45 PM	1	2	NPOC	44.04	43.97	15.88	15.86	NPOC:15.86mg/L	NPOC:15.86mg/L	16	0	50	
Unknown	NPOC	265	265	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:25:29 PM	1	3	NPOC	44.04	43.97	15.88	15.86	NPOC:15.86mg/L	NPOC:15.86mg/L	16	0	50	
Unknown	NPOC	258	258	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:30:45 PM	1	1	NPOC	35.80	35.85	12.80	12.82	NPOC:12.82mg/L	NPOC:12.82mg/L	17	0	50	
Unknown	NPOC	258	258	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:33:32 PM	1	2	NPOC	36.05	35.85	12.89	12.82	NPOC:12.82mg/L	NPOC:12.82mg/L	17	0	50	
Unknown	NPOC	258	258	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:36:04 PM	1	3	NPOC	35.71	35.85	12.77	12.82	NPOC:12.82mg/L	NPOC:12.82mg/L	17	0	50	
Unknown	NPOC	239	239	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:41:16 PM	1	1	NPOC	20.82	20.20	7.196	6.965	NPOC:6.965mg/L	NPOC:6.965mg/L	18	1	50	
Unknown	NPOC	239	239	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:43:53 PM	1	2	NPOC	19.95	20.20	6.870	6.965	NPOC:6.965mg/L	NPOC:6.965mg/L	18	0	50	
Unknown	NPOC	239	239	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:46:25 PM	1	3	NPOC	20.04	20.20	6.904	6.965	NPOC:6.965mg/L	NPOC:6.965mg/L	18	0	50	
Unknown	NPOC	239	239	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:48:58 PM	1	4	NPOC	20.62	20.20	7.121	6.965	NPOC:6.965mg/L	NPOC:6.965mg/L	18	0	50	
Unknown	NPOC	140	140	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:54:17 PM	1	1	NPOC	43.91	44.25	15.84	15.96	NPOC:15.96mg/L	NPOC:15.96mg/L	19	0	50	
Unknown	NPOC	140	140	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:57:08 PM	1	2	NPOC	44.45	44.25	16.04	15.96	NPOC:15.96mg/L	NPOC:15.96mg/L	19	0	50	
Unknown	NPOC	140	140	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 3:59:55 PM	1	3	NPOC	44.39	44.25	16.02	15.96	NPOC:15.96mg/L	NPOC:15.96mg/L	19	0	50	
Unknown	NPOC	321	321	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:05:20 PM	1	1	NPOC	77.08	77.56	28.25	28.43	NPOC:28.43mg/L	NPOC:28.43mg/L	20	0	50	
Unknown	NPOC	321	321	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:08:08 PM	1	2	NPOC	76.89	77.56	28.18	28.43	NPOC:28.43mg/L	NPOC:28.43mg/L	20	0	50	
Unknown	NPOC	321	321	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:11:01 PM	1	3	NPOC	78.70	77.56	28.85	28.43	NPOC:28.43mg/L	NPOC:28.43mg/L	20	0	50	
Unknown	NPOC	301	301	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:16:15 PM	1	1	NPOC	49.51	49.79	17.93	18.04	NPOC:18.04mg/L	NPOC:18.04mg/L	21	0	50	
Unknown	NPOC	301	301	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:19:02 PM	1	2	NPOC	50.14	49.79	18.17	18.04	NPOC:18.04mg/L	NPOC:18.04mg/L	21	0	50	
Unknown	NPOC	301	301	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:21:50 PM	1	3	NPOC	49.73	49.79	18.01	18.04	NPOC:18.04mg/L	NPOC:18.04mg/L	21	0	50	
Unknown	NPOC	372	372	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:27:10 PM	1	1	NPOC	114.1	113.6	42.10	41.90	NPOC:41.90mg/L	NPOC:41.90mg/L	22	0	50	
Unknown	NPOC	372	372	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:30:01 PM	1	2	NPOC	113.7	113.6	41.95	41.90	NPOC:41.90mg/L	NPOC:41.90mg/L	22	0	50	
Unknown	NPOC	372	372	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:32:58 PM	1	3	NPOC	112.9	113.6	41.65	41.90	NPOC:41.90mg/L	NPOC:41.90mg/L	22	0	50	
Unknown	NPOC	323	323	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:38:29 PM	1	1	NPOC	79.54	79.11	29.17	29.01	NPOC:29.01mg/L	NPOC:29.01mg/L	23	0	50	
Unknown	NPOC	323	323	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:41:15 PM	1	2	NPOC	78.56	79.11	28.80	29.01	NPOC:29.01mg/L	NPOC:29.01mg/L	23	0	50	
Unknown	NPOC	323	323	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:44:01 PM	1	3	NPOC	79.23	79.11	29.05	29.01	NPOC:29.01mg/L	NPOC:29.01mg/L	23	0	50	
Unknown	NPOC	384	384	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:49:19 PM	1	1	NPOC	90.21	90.72	33.16	33.35	NPOC:33.35mg/L	NPOC:33.35mg/L	24	0	50	
Unknown	NPOC	384	384	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:52:16 PM	1	2	NPOC	90.99	90.72	33.45	33.35	NPOC:33.35mg/L	NPOC:33.35mg/L	24	0	50	
Unknown	NPOC	384	384	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 4:55:07 PM	1	3	NPOC	90.95	90.72	33.44	33.35	NPOC:33.35mg/L	NPOC:33.35mg/L	24	0	50	
Unknown	NPOC	357	357	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 5:00:20 PM	1	1	NPOC	35.11	34.75	12.54	12.41	NPOC:12.41mg/L	NPOC:12.41mg/L	25	0	50	
Unknown	NPOC	357	357	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 5:03:03 PM	1	2	NPOC	34.79	34.75	12.42	12.41	NPOC:12.41mg/L	NPOC:12.41mg/L	25	0	50	
Unknown	NPOC	357	357	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 5:05:46 PM	1	3	NPOC	34.35	34.75	12.26	12.41	NPOC:12.41mg/L	NPOC:12.41mg/L	25	0	50	
Unknown	NPOC	279	279	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 5:11:24 PM	1	1	NPOC	80.59	80.76	29.56	29.63	NPOC:29.63mg/L	NPOC:29.63mg/L	26	0	50	
Unknown	NPOC	279	279	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 5:14:22 PM	1	2	NPOC	81.24	80.76	29.80	29.63	NPOC:29.63mg/L	NPOC:29.63mg/L	26	0	50	
Unknown	NPOC	279	279	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 5:17:13 PM	1	3	NPOC	80.46	80.76	29.51	29.63	NPOC:29.63mg/L	NPOC:29.63mg/L	26	0	50	
Unknown	NPOC	255	255	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.cal	C:\TOC-L\CalCurves\Randi_Jones_October_24_2019.2020_10_14_12_21_33.cal	1.00		10/14/2020 5:22:30 PM	1	1	NPOC	44.88	44.74	16.20	16.15	NPOC:16.15mg/L	NPOC:16.15mg/L	27	0	50	
