"tableName","colName","units","description","updateID"
"CREEL_BOATS","fishing","NA","binary, fishing or not fishing","units_20201012"
"CREEL_BOATS","residentRover","NA","factor, resident on lake or rover who moves between lakes","units_20201012"
"CREEL_BOATS","movingStationary","NA","NA","units_20201012"
"CREEL_BOATS","notes","NA","NA","units_20201012"
"CREEL_BOATS","enteredBy","NA","NA","units_20201012"
"CREEL_BOATS","updateID","NA","NA","units_20201012"
"CREEL_FISH","projectID","NA","project for which the samples were taken: see PROJECTS","figshareUnits.20200812"
"CREEL_FISH","creelID","NA","NA","originalCreelUpdate_20190125"
"CREEL_FISH","fishID","NA","unique string for the individual fish caught","figshareUnits.20200812"
"CREEL_FISH","creelNumber","NA","numeric","originalCreelUpdate_20190125"
"CREEL_FISH","fishNumber","NA","numeric","originalCreelUpdate_20190125"
"CREEL_FISH","species","NA","factor","originalCreelUpdate_20190125"
"CREEL_FISH","speciesCode_wiDNR","NA","NA","originalCreelUpdate_20190125"
"CREEL_FISH","speciesCode","NA","alphabetic code for common name (eg. ""LMB"")","units_20201012"
"CREEL_FISH","fishLength","mm","numeric","originalCreelUpdate_20190125"
"CREEL_FISH","notes","NA","NA","originalCreelUpdate_20190125"
"CREEL_FISH","enteredBy","NA","NA","originalCreelUpdate_20190125"
"CREEL_INFO","projectID","NA","project for which the samples were taken: see PROJECTS","figshareUnits.20200812"
"CREEL_INFO","sampleID","NA","unique string for every sampling event","figshareUnits.20200812"
"CREEL_INFO","creelID","NA","NA","originalCreelUpdate_20190125"
"CREEL_INFO","creelNumber","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","timeOutgoingInterview","hh:mm","Time we talk to angler before they leave to fish","figshareUnits.20200812"
"CREEL_INFO","timeReturnInterview","hh:mm","Angler returning from fishing","figshareUnits.20200812"
"CREEL_INFO","outgoingInterview","NA","binary","originalCreelUpdate_20190125"
"CREEL_INFO","returnInterview","NA","binary","originalCreelUpdate_20190125"
"CREEL_INFO","declinedInterview","NA","binary","originalCreelUpdate_20190125"
"CREEL_INFO","partyActivity","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","numberInParty","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","vehicleUsed","NA","binary","originalCreelUpdate_20190125"
"CREEL_INFO","timeLeftLanding","hh:mm","Time they begin fishing trip","figshareUnits.20200812"
"CREEL_INFO","timeNotFishing","hh:mm","Any time not fishing","figshareUnits.20200812"
"CREEL_INFO","licenseType","NA","factor, in-state, out of state, tribal","originalCreelUpdate_20190125"
"CREEL_INFO","guidedTrip","NA","binary","originalCreelUpdate_20190125"
"CREEL_INFO","completeTrip","NA","binary","originalCreelUpdate_20190125"
"CREEL_INFO","tournament","NA","binary","originalCreelUpdate_20190125"
"CREEL_INFO","notes","NA","NA","figshareUnits.20200812"
"CREEL_INFO","enteredBy","NA","person who entered the data","figshareUnits.20200812"
"CREEL_INFO","expectedLengthTripHours","h","numeric","figshareUnits.20200812"
"CREEL_INFO","outTarget1","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","outTarget1Percent","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","outTarget1Expect","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","outTarget2","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","outTarget2Percent","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","outTarget2Expect","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","outTarget3","NA","factor","units_20201012"
"CREEL_INFO","outTarget3Percent","NA","numeric","units_20201012"
"CREEL_INFO","outTarget3Expect","NA","numeric","units_20201012"
"CREEL_INFO","walleyePercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","walleyeNumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","walleyeNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","walleyeReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","muskellungePercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","muskellungeNumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","muskellungeNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","muskellungeReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","northernPikePercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","northernPikeNumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","northernPikeNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","northernPikeReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","largemouthBassPercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","largemouthBassNumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","largemouthBassNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","largemouthBassReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","smallmouthBassPercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","smallmouthBassNumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","smallmouthBassNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","smallmouthBassReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","panfishGeneralEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","panfishGeneralNumber","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","panfishGeneralNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","panfishGeneralReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","bluegillPercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","bluegillNumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","bluegillNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","bluegillReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","yellowPerchPercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","yellowPerchNumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","yellowPerchNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","yellowPerchReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","blackCrappiePercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","blackCrappieNumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","blackCrappieNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","blackCrappieReleaseCodes","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpeciesName","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpeciesPercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpeciesNumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpeciesNumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpeciesReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpecies2Name","NA","factor","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpecies2PercentEffort","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpecies2NumberCaught","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpecies2NumberKept","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INFO","additionalSpecies2ReleaseCode","NA","factor","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","projectID","NA","Project affiliated with this interview, see PROJECTS","figshareUnits.20200812"
"CREEL_INTERVIEW","sampleID","NA","unique string for each interview day","units_20201012"
"CREEL_INTERVIEW","creelID","NA","NA","figshareUnits.20200812"
"CREEL_INTERVIEW","creelNumber","NA","NA","figshareUnits.20200812"
"CREEL_INTERVIEW","timeInterview","hh:mm","This is return interview","figshareUnits.20200812"
"CREEL_INTERVIEW","dataRecorder","NA","initials","units_20201012"
"CREEL_INTERVIEW","placeStaying","NA","factor do they own, rent, or stay as guest","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","locLakeAny","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","locLakeThis","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","travelTime","hh:mm","How long traveled to get to this lake today","figshareUnits.20200812"
"CREEL_INTERVIEW","homeZip","NA","NA","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","sourceFriends","NA","binary, do they get information about where to go fishing from these sources","figshareUnits.20200812"
"CREEL_INTERVIEW","sourceStore","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","sourceDNR","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","sourceForums","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","sourceApps","NA","binary","units_20201012"
"CREEL_INTERVIEW","sourcePersonal","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","sourceOther","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","sourceOtherName","NA","factor; other sources of information for deciding where to go fishing","figshareUnits.20200812"
"CREEL_INTERVIEW","rankFriends","NA","numeric, rank of how much they relied on that source of information","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","rankStore","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","rankDNR","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","rankForums","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","rankApps","NA","numeric","units_20201012"
"CREEL_INTERVIEW","rankPersonal","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","rankOther","NA","numeric","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","tellFriendsLastTime","NA","binary","units_20201012"
"CREEL_INTERVIEW","tellStoreLastTime","NA","binary","units_20201012"
"CREEL_INTERVIEW","tellDNRLastTime","NA","binary","units_20201012"
"CREEL_INTERVIEW","tellForumsLastTime","NA","binary","units_20201012"
"CREEL_INTERVIEW","tellAppsLastTime","NA","binary","units_20201012"
"CREEL_INTERVIEW","tellOtherLastTime","NA","binary","units_20201012"
"CREEL_INTERVIEW","tellOtherNameLastTime","NA","character","units_20201012"
"CREEL_INTERVIEW","tellFriends","NA","binary, will they tell this source of information about their trip today","figshareUnits.20200812"
"CREEL_INTERVIEW","tellStore","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","tellDNR","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","tellForums","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","tellApps","NA","binary","units_20201012"
"CREEL_INTERVIEW","tellOther","NA","binary","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","tellOtherName","NA","factor","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","fishingDays","days","numeric, number of days in past 365 they spent fishing","figshareUnits.20200812"
"CREEL_INTERVIEW","fishingDaysLakeYear","days","numeric, number of days in past 365 they spent fishing on this lake","units_20201012"
"CREEL_INTERVIEW","species1Name","NA","name of species","units_20201012"
"CREEL_INTERVIEW","fishingDaysSpecies1","days","numeric, number of days in the past 365 they spent fishing for this species","units_20201012"
"CREEL_INTERVIEW","species2Name","NA","name of species","units_20201012"
"CREEL_INTERVIEW","fishingDaysSpecies2","days","numeric, number of days in the past 365 they spent fishing for this species","units_20201012"
"CREEL_INTERVIEW","species3Name","NA","name of species","units_20201012"
"CREEL_INTERVIEW","fishingDaysSpecies3","days","numeric, number of days in the past 365 they spent fishing for this species","units_20201012"
"CREEL_INTERVIEW","species4Name","NA","name of species","units_20201012"
"CREEL_INTERVIEW","fishingDaysSpecies4","days","numeric, number of days in the past 365 they spent fishing for this species","units_20201012"
"CREEL_INTERVIEW","lakesPastWeek","days","numeric, number of lakes fished in the past week","units_20201012"
"CREEL_INTERVIEW","lakesPastMonth","days","numeric, number of lakes fished in the past month","units_20201012"
"CREEL_INTERVIEW","lakesPastYear","days","numeric, number of lakes fished in the past year","units_20201012"
"CREEL_INTERVIEW","satisfactionOverall","1-10 scale","numeric, satisfaction with trip 1 to 10","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","satisfactionNumber","1-10 scale","numeric, satisfaction with number of fish","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","satisfactionSize","1-10 scale","numeric, satisfaction with size of fish","originalCreelUpdate_20190125"
"CREEL_INTERVIEW","lifeRevolves","Likert scale","numeric, 1 = strongly disagree, 2 = disagree, 3 = neutral, 4 = agree, 5 = strongly agree that most of their life revolves around angling","units_20201012"
"CREEL_INTERVIEW","trophySpots","Likert scale","numeric, they prefer to fish in spots where they have the chance to catch a trophy fish","units_20201012"
"CREEL_INTERVIEW","mostEnjoyable","Likert scale","numeric, fishing is the most enjoyable thing they can do","units_20201012"
"CREEL_INTERVIEW","significantIncome","Likert scale","numeric, they spend a significant portion of their income on fishing licenses and tackle","units_20201012"
"CREEL_INTERVIEW","specialGear","Likert scale","numeric, they use specialized fishing gear for specific fish species","units_20201012"
"CREEL_INTERVIEW","enjoyable","Likert scale","numeric, they go fishing because catching fish is very enjoyable to them","units_20201012"
"CREEL_INTERVIEW","noTimeHobbies","Likert scale","numeric, because of their fishing passion, they have no time for other hobbies","units_20201012"
"CREEL_INTERVIEW","maximizeNumbers","Likert scale","numeric, they prefer to catch as many fish as possible","units_20201012"
"CREEL_INTERVIEW","noAlternative","Likert scale","numeric, if they could not fish, they don't know what else they would do","units_20201012"
"CREEL_INTERVIEW","friendsFish","Likert scale","numeric, most of their friends are connected to fishing.","units_20201012"
"CREEL_INTERVIEW","releaseFish","Likert scale","numeric, they release most of the fish that they catch","units_20201012"
"CREEL_INTERVIEW","loseFriends","Likert scale","numeric, they would lose a lot of their friends if they stopped fishing","units_20201012"
"CREEL_INTERVIEW","bigSmall","Likert scale","numeric, they prefer to catch 1 or 2 big fish instead of catching 10 smaller ones","units_20201012"
"CREEL_INTERVIEW","otherLeisure","Likert scale","numeric, other leisure activities don<d5>t interest them as much as fishing","units_20201012"
"CREEL_INTERVIEW","keepFishing","Likert scale","numeric, when they go fishing and nothing happens, they keep pushing to catch something","units_20201012"
"CREEL_INTERVIEW","stocked","Likert scale","numeric, they go fishing because it's stocked","units_20201012"
"CREEL_INTERVIEW","knowWhenStocked","binary","whether they know if this lake is stocked","units_20201012"
"CREEL_INTERVIEW","whenStocked","character","their understanding of stock history","units_20201012"
"CREEL_INTERVIEW","whenDecided","character","their description of when they decided to fish this lake","units_20201012"
"CREEL_INTERVIEW","alternativeLakes","character","other lakes they considered visiting","units_20201012"
"CREEL_INTERVIEW","secondChoice","character","second choice lake to visit instead of this one","units_20201012"
"CREEL_INTERVIEW","whyThisLake","character","why they chose this lake","units_20201012"
"CREEL_INTERVIEW","whyStop","character","why would they stop fishing this lake","units_20201012"
"CREEL_SAMPLES","siteID","NA","site where the sample was taken: see SITES","figshareUnits.20200812"
"CREEL_SAMPLES","sampleID","NA","unique string for each sampling event","figshareUnits.20200812"
"CREEL_SAMPLES","dayOfYear","NA","NA","figshareUnits.20200812"
"CREEL_SAMPLES","dateSet","YYYY-MM-DD","NA","figshareUnits.20200812"
"CREEL_SAMPLES","dateSample","YYYY-MM-DD","NA","figshareUnits.20200812"
"CREEL_SAMPLES","dateTimeSet","YYYY-MM-DD hh:mm:ss","Time we arrived at field site for creel","figshareUnits.20200812"
"CREEL_SAMPLES","dateTimeSample","YYYY-MM-DD hh:mm:ss","Time we left field site","figshareUnits.20200812"
"CREEL_SAMPLES","crew","NA","initials of people participating in the creel sampling","figshareUnits.20200812"
"CREEL_SAMPLES","gear","NA","creel","originalCreelUpdate_20190125"
"CREEL_SAMPLES","sampleGroup","NA","NA","figshareUnits.20200812"
"CREEL_SAMPLES","effort","hours","NA","figshareUnits.20200812"
"CREEL_SAMPLES","effortUnits","NA","NA","figshareUnits.20200812"
"CREEL_SAMPLES","useEffort","NA","NA","figshareUnits.20200812"
"CREEL_SAMPLES","weather","NA","factor, ""heavyWind/Rain/Clouds"" if appearing at >=5 trailer counts, ""someHeavyx"" if < 5","originalCreelUpdate_20190125"
"CREEL_SAMPLES","comments","NA","NA","figshareUnits.20200812"
"CREEL_SAMPLES","metadataID","NA","NA","figshareUnits.20200812"
"CREEL_TRAILER_SAMPLES","projectID","NA","project affiliated with this trailer count, see PROJECTS","units_20201012"
"CREEL_TRAILER_SAMPLES","sampleID","NA","unique string for each creel day of trailer counting","units_20201012"
"CREEL_TRAILER_SAMPLES","trailerCountID","NA","unique string for each instantaneous trailer count (multiple trailer counts per sampleID)","units_20201012"
"CREEL_TRAILER_SAMPLES","trailerCount","NA","total number of trailers counted during instantaneous count","units_20201012"
"CREEL_TRAILER_SAMPLES","vehiclePresent","NA","binary","units_20201012"
"CREEL_TRAILER_SAMPLES","heavyWind","NA","binary","units_20201012"
"CREEL_TRAILER_SAMPLES","heavyRain","NA","binary","units_20201012"
"CREEL_TRAILER_SAMPLES","heavyClouds","NA","binary","units_20201012"
"CREEL_TRAILER_SAMPLES","notes","NA","NA","units_20201012"
"CREEL_TRAILER_SAMPLES","enteredBy","NA","NA","units_20201012"
"CREEL_TRAILER_SAMPLES","updateID","NA","NA","units_20201012"
"CREEL_TRAILERS","projectID","NA","unique string for each creel day of trailer counting","units_20201012"
"CREEL_TRAILERS","trailerCountID","NA","unique string for each instantaneous trailer count (multiple trailer counts per sampleID)","units_20201012"
"CREEL_TRAILERS","trailerID","NA","unique string for each trailer within an instantaneous trailer count (multiple trailers possible within one trailerCountID)","units_20201012"
"CREEL_TRAILERS","trailerNum","NA","numeric","units_20201012"
"CREEL_TRAILERS","wisconsinPlates","NA","binary","units_20201012"
"CREEL_TRAILERS","updateID","NA","NA","units_20201012"
"CREW","ID","NA","Unique combo of year, semester, and location. Non-unique in the table. Note this table no longer has a primary key (see updateID CREWUpdateReformat_20200608).","unitsCREW.20200608"
"CREW","year","NA","year of the person's work on the project","unitsAdditions.20200624"
"CREW","semester","NA","semester","unitsCREW.20200608"
"CREW","location","NA","location (Notre Dame or UNDERC)","unitsCREW.20200608"
