projectID,sampleID,lakeID,siteID,dateSet,dateSample,gear,groupName,fishID,fishNum,species,fishLength,standardLength,fishWeight,caughtBy,jumperDescription,useTagMarkRecap,tagID,oldTag,tagApply,tagRecapture,tagApplyType,tagRecaptureType,clipApply,clipRecapture,sex,mortality,removed,otolithSample,tissueSampled,dietSampled,stomachRemoved,gillArchRemoved,pectoralFinRemoved,gonadRemoved,leftEyeRemoved,finClipCollected,photo,gonadWeight,rectalTemp,gonadSqueze,sexualStage_MaierScale,gpsWaypoint,finClipBox,spineSample,scaleSample,comments,entryFile
3,FE_WholeShoreline_20190606_0945_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_0945_AN_MarkRecap.20120228_10,10,largemouth_bass,235,NA,175,NA,NA,NA,NA,NA,,900F67000093137,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-06_0945.csv
3,FE_WholeShoreline_20190606_0945_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_0945_AN_MarkRecap.20120228_11,11,largemouth_bass,245,NA,203,NA,NA,NA,NA,NA,900F67000152191,,NA,,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-06_0945.csv
3,FE_WholeShoreline_20190606_0945_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_0945_AN_MarkRecap.20120228_12,12,largemouth_bass,234,NA,179,NA,NA,NA,NA,NA,,900F67000049884,NA,,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-06_0945.csv
3,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228_1,1,largemouth_bass,255,NA,194,NA,NA,NA,NA,NA,,900F67000093171,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-06_1747.csv
3,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228_2,2,largemouth_bass,324,NA,400,NA,NA,NA,NA,NA,,900F224000116967,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-06_1747.csv
3,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228_3,3,largemouth_bass,260,NA,228,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Tag and didn’t tag,LongLake2019_FE_2019-06-06_1747.csv
3,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228_4,4,largemouth_bass,268,NA,232,NA,NA,NA,NA,NA,,900F67000093019,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-06_1747.csv
3,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228_5,5,largemouth_bass,270,NA,220,NA,NA,NA,NA,NA,,900F224000125284,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in EL in '16 and '17,LongLake2019_FE_2019-06-06_1747.csv
3,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228_6,6,largemouth_bass,280,NA,282,NA,NA,NA,NA,NA,,900F67000093037,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-06_1747.csv
3,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228,FE,WholeShoreline,6/6/2019,6/6/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190606_1747_AN_MarkRecap.20120228_7,7,largemouth_bass,254,NA,196,NA,NA,NA,NA,NA,,900F67000093040,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-06_1747.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_1,1,largemouth_bass,245,NA,193,NA,NA,NA,NA,NA,,900F224000100909,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_2,2,largemouth_bass,316,NA,375,NA,NA,NA,NA,NA,,900F224000002579,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_3,3,largemouth_bass,307,NA,375,NA,NA,NA,NA,NA,,900F224000125449,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_4,4,largemouth_bass,268,NA,249,NA,NA,NA,NA,NA,,900F67000093019,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_5,5,largemouth_bass,252,NA,219,NA,NA,NA,NA,NA,,900F67000093134,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_6,6,largemouth_bass,319,NA,387,NA,NA,NA,NA,NA,,177417867,NA,,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_7,7,largemouth_bass,320,NA,396,NA,NA,NA,NA,NA,,900F224000116967,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_8,8,largemouth_bass,284,NA,296,NA,NA,NA,NA,NA,,900F224000125264,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_9,9,largemouth_bass,290,NA,331,NA,NA,NA,NA,NA,,900F224000105957,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_10,10,largemouth_bass,220,NA,143,NA,NA,NA,NA,NA,,900F67000093038,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_11,11,largemouth_bass,300,NA,319,NA,NA,NA,NA,NA,,900F224000125354,NA,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_12,12,largemouth_bass,250,NA,208,NA,NA,NA,NA,NA,,900F224000119587,NA,,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228,FE,WholeShoreline,6/27/2019,6/27/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190627_1230_AN_MarkRecap.20120228_13,13,largemouth_bass,259,NA,219,NA,NA,NA,NA,NA,,900F67000093063,NA,,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-06-27_1230.csv
3,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228,FE,WholeShoreline,7/1/2019,7/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228_1,1,largemouth_bass,309,NA,365,NA,NA,NA,NA,NA,,178752156,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,weird bloody full stomach,LongLake2019_FE_2019-07-01_1950.csv
3,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228,FE,WholeShoreline,7/1/2019,7/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228_2,2,largemouth_bass,277,NA,260,NA,NA,NA,NA,NA,,900F67000151964,,,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hook in stomach and recorded as 900F67000151968 but not in db so changed to most likely tagid,LongLake2019_FE_2019-07-01_1950.csv
3,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228,FE,WholeShoreline,7/1/2019,7/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228_3,3,largemouth_bass,301,NA,370,NA,NA,NA,NA,NA,,900F67000151917,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,recorded as 900F67000151915 but not in db so moved to closed number which is 900F67000151917,LongLake2019_FE_2019-07-01_1950.csv
3,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228,FE,WholeShoreline,7/1/2019,7/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228_4,4,largemouth_bass,323,NA,380,NA,NA,NA,NA,NA,,900F224000125399,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-07-01_1950.csv
3,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228,FE,WholeShoreline,7/1/2019,7/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228_5,5,largemouth_bass,313,NA,410,NA,NA,NA,NA,NA,,900F224000125466,,,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-07-01_1950.csv
3,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228,FE,WholeShoreline,7/1/2019,7/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228_6,6,largemouth_bass,315,NA,370,NA,NA,NA,NA,NA,,178752283,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-07-01_1950.csv
3,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228,FE,WholeShoreline,7/1/2019,7/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190701_1950_AN_MarkRecap.20120228_7,7,largemouth_bass,313,NA,238,NA,NA,NA,NA,NA,,900F67000093000,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-07-01_1950.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_1,1,largemouth_bass,250,NA,229,NA,NA,NA,NA,NA,900F67000049880,,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<250 switch to apply,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_2,2,largemouth_bass,250,NA,204,NA,NA,NA,NA,NA,900F67000152247,,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<250 switch to apply,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_3,3,largemouth_bass,259,NA,208,NA,NA,NA,NA,NA,,900F224000125029,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_4,4,largemouth_bass,323,NA,378,NA,NA,NA,NA,NA,,177417872,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_5,5,largemouth_bass,303,NA,320,NA,NA,NA,NA,NA,,178752296,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_6,6,largemouth_bass,251,NA,215,NA,NA,NA,NA,NA,,900F224000100566,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_7,7,largemouth_bass,287,NA,294,NA,NA,NA,NA,NA,,900F67000049892,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_8,8,largemouth_bass,313,NA,367,NA,NA,NA,NA,NA,,900F224000125263,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_9,9,largemouth_bass,313,NA,376,NA,NA,NA,NA,NA,,900F224000125124,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_10,10,largemouth_bass,305,NA,365,NA,NA,NA,NA,NA,,178752159,,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_11,11,largemouth_bass,345,NA,395,NA,NA,NA,NA,NA,,900F224000002637,,,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_12,12,largemouth_bass,205,NA,97,NA,NA,NA,NA,NA,900F67000152052,,,,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<250 switch to apply,LongLake2019_FE_2019-08-01_1100.csv
3,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228,FE,WholeShoreline,8/1/2019,8/1/2019,AN,MarkRecap.20120228,FE_WholeShoreline_20190801_1100_AN_MarkRecap.20120228_13,13,largemouth_bass,204,NA,94,NA,NA,NA,NA,NA,900F67000152238,,,,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<250 switch to apply,LongLake2019_FE_2019-08-01_1100.csv
